gene_a	gene_b	combined_score	class_evidence_score	escore	dscore
MMP9	TIMP1	0.999	0.940667361835245	0.431	0.9
MSH2	MSH6	0.999	0.997497393117831	0.976	0.9
MSN	VCAM1	0.974	0.9301355578727841	0.33	0.9
MT-CYB	ND1	0.863	0.863	0.863	0
MT-CYB	ND4L	0.866	0.866	0.866	0
MTR	MTRR	0.88	0.8805005213764338	0.618	0.7
MTRR	SMS	0.724	0.724	0.724	0
MYD88	TIRAP	0.998	0.8867570385818561	0.457	0.8
MYD88	TLR7	0.998	0.9103232533889468	0.14	0.9
MYD88	TLR9	0.997	0.8404588112617309	0.49	0.7
MYD88	TOLLIP	0.992	0.8	0	0.8
MYD88	TRAF6	0.997	0.8867570385818561	0.457	0.8
NCF1	NCF2	0.999	0.9947862356621481	0.95	0.9
NCF1	NCF4	0.999	0.9958289885297185	0.96	0.9
NCF1	NOX1	0.998	0.9	0	0.9
NCF1	NOX3	0.942	0.8	0	0.8
NCF1	NOXA1	0.997	0.7751824817518248	0.23	0.72
NCF1	NOXO1	0.994	0.7199999999999999	0	0.72
NCF1	RAC2	0.996	0.8	0	0.8
NCF2	NCF4	0.999	0.9687174139728885	0.7	0.9
NCF2	NOX1	0.998	0.9	0	0.9
NCF2	NOXA1	0.994	0.7199999999999999	0	0.72
NCF2	NOXO1	0.995	0.7199999999999999	0	0.72
NCF2	RAC1	0.998	0.9808133472367049	0.96	0.54
NCF2	RAC2	0.998	0.9115745568300312	0.576	0.8
NCF4	NOX1	0.996	0.9	0	0.9
NCF4	NOXA1	0.995	0.7778102189781022	0.239	0.72
NCF4	NOXO1	0.994	0.7199999999999999	0	0.72
NCF4	RAC2	0.996	0.8	0	0.8
NCOA1	NCOA2	0.992	0.9433785192909281	0.457	0.9
NCOA1	NR1I2	0.99	0.963	0.963	0
NCOA1	NR1I3	0.897	0.835	0.835	0
NCOA1	NR3C1	0.978	0.958	0.958	0
NCOA1	PPARA	0.992	0.9796663190823774	0.961	0.5
NCOA1	PPARG	0.994	0.9796663190823774	0.961	0.5
NCOA1	RXRA	0.996	0.9941605839416058	0.972	0.8
NCOA1	RXRG	0.759	0.759124087591241	0.34	0.65
NCOA1	SP1	0.8	0.8	0	0.8
NCOA1	STAT6	0.992	0.96	0.96	0
NCOA2	NR3C1	0.99	0.971	0.971	0
NCOA2	PPARA	0.759	0.7403545359749738	0.502	0.5
NCOA2	PPARG	0.993	0.9728884254431699	0.948	0.5
NCOA2	RXRA	0.995	0.9941605839416058	0.972	0.8
NCOA2	RXRG	0.974	0.9748175182481752	0.931	0.65
NCOR1	NCOR2	0.997	0.8867570385818561	0.457	0.8
NCOR1	NR3C1	0.981	0.970281543274244	0.943	0.5
NCOR1	PPARA	0.94	0.7304483837330553	0.483	0.5
NCOR1	PPARD	0.894	0.7304483837330553	0.483	0.5
NCOR1	PPARG	0.998	0.9718456725755996	0.946	0.5
NCOR1	RXRA	0.881	0.804014598540146	0.463	0.65
NCOR1	SIN3A	0.999	0.9433785192909281	0.457	0.9
NCOR1	TAB2	0.998	0.9336809176225235	0.364	0.9
NCOR2	NR1I2	0.725	0.7168925964546402	0.457	0.5
NCOR2	NR3C1	0.8	0.7168925964546402	0.457	0.5
NCOR2	PPARA	0.992	0.9791449426485923	0.96	0.5
NCOR2	PPARD	0.811	0.7168925964546402	0.457	0.5
NCOR2	PPARG	0.994	0.970281543274244	0.943	0.5
NCOR2	RBPJ	0.977	0.7168925964546402	0.457	0.5
NCOR2	RXRA	0.985	0.9765380604796663	0.955	0.5
NCOR2	SIN3A	0.996	0.8867570385818561	0.457	0.8
ND1	ND4L	0.999	0.9948050052137644	0.947	0.906
NEO1	RGMB	0.982	0.9494264859228363	0.903	0.5
NFKB1	NFKB2	0.999	0.9636079249217935	0.651	0.9
NFKB1	NFKBIB	0.966	0.819082377476538	0.653	0.5
NFKB1	NFKBIE	0.929	0.7612095933263817	0.542	0.5
NFKB1	NFKBIZ	0.982	0.9334723670490094	0.362	0.9
NFKB1	REL	0.999	0.9660062565172054	0.674	0.9
NFKB1	RELA	0.999	0.9957247132429614	0.959	0.9
NFKB1	RELB	0.998	0.8963920750782064	0.784	0.54
NFKB1	TXN	0.957	0.957	0.957	0
NFKB2	NFKBIB	0.928	0.8300312825860271	0.674	0.5
NFKB2	REL	0.997	0.8719290928050052	0.733	0.54
NFKB2	RELA	0.999	0.9600625651720542	0.617	0.9
NFKB2	RELB	0.999	0.997080291970803	0.972	0.9
NFKBIB	NFKBIE	0.989	0.9	0	0.9
NFKBIB	REL	0.991	0.8415015641293013	0.696	0.5
NFKBIB	RELA	0.995	0.8988529718456726	0.806	0.5
NFKBIE	REL	0.99	0.8284671532846715	0.671	0.5
NFKBIE	RELA	0.962	0.8460896767466111	0.508	0.7
NFKBIZ	RELA	0.931	0.9	0	0.9
NOX1	NOX4	0.998	0.9	0	0.9
NOX1	NOXA1	0.996	0.8867570385818561	0.457	0.8
NOX1	NOXO1	0.997	0.8523461939520335	0.292	0.8
NOX1	RAC2	0.897	0.8	0	0.8
NOXA1	NOXO1	0.998	0.8867570385818561	0.457	0.8
NPS	NPSR1	0.997	0.9	0	0.9
NR0B2	PPARG	0.94	0.926	0.926	0
NR1I2	RXRA	0.998	0.949	0.949	0
NR1I3	RXRA	0.962	0.857	0.857	0
NRIP1	PPARGC1A	0.963	0.8523461939520335	0.292	0.8
NRIP1	RXRA	0.716	0.7168925964546402	0.457	0.5
NRIP1	TLE3	0.8	0.8	0	0.8
NTRK1	SHC1	0.997	0.9744525547445255	0.951	0.5
OPRM1	POMC	0.999	0.9687174139728885	0.9	0.7
PDGFA	PDGFB	0.998	0.9397288842544318	0.422	0.9
PDGFA	PDGFRA	0.998	0.9055265901981231	0.547	0.8
PDGFA	TGFA	0.9	0.9	0	0.9
PDGFB	PDGFRA	0.998	0.90281543274244	0.534	0.8
PDGFB	PDGFRB	0.999	0.9916579770594369	0.96	0.8
PDGFB	TGFA	0.9	0.9	0	0.9
PDGFRA	PDGFRB	0.969	0.9433785192909281	0.457	0.9
PDGFRA	PIK3R1	0.851	0.7854014598540147	0.657	0.4
PDGFRA	STAT1	0.873	0.8736183524504693	0.596	0.7
PDGFRA	STAT3	0.911	0.8736183524504693	0.596	0.7
PDGFRB	PIK3R1	0.956	0.7366006256517205	0.579	0.4
PDGFRB	PTPN11	0.972	0.7610010427528676	0.618	0.4
PDGFRB	STAT1	0.709	0.7022940563086549	0.429	0.5
PDGFRB	STAT5A	0.766	0.7653806047966631	0.55	0.5
PELI1	RIPK1	0.947	0.8867570385818561	0.457	0.8
PELI1	TRAF6	0.937	0.7168925964546402	0.457	0.5
PELI2	TRAF6	0.9	0.7168925964546402	0.457	0.5
PELI3	TRAF6	0.862	0.7168925964546402	0.457	0.5
PF4	PF4V1	0.915	0.9	0	0.9
PF4	XCL1	0.734	0.734	0.734	0
PF4	XCL2	0.734	0.734	0.734	0
PF4V1	XCL1	0.734	0.734	0.734	0
PF4V1	XCL2	0.734	0.734	0.734	0
PIAS1	STAT1	0.995	0.8211678832116788	0.657	0.5
PIK3CA	PIK3CB	0.998	0.9	0	0.9
PIK3CA	PIK3CG	0.996	0.9	0	0.9
PIK3CA	PIK3R1	0.999	0.9987267987486965	0.963	0.967
PIK3CA	PIK3R2	0.999	0.9683607924921793	0.611	0.922
PIK3CA	PIK3R3	0.999	0.9786861313868613	0.635	0.944
PIK3CA	PLCG2	0.9	0.9	0	0.9
PIK3CA	PTK2	0.734	0.7168925964546402	0.457	0.5
PIK3CA	PTPN11	0.953	0.9490093847758082	0.511	0.9
PIK3CB	PIK3CG	0.996	0.9	0	0.9
PIK3CB	PIK3R1	0.999	0.9677664233576642	0.678	0.904
PIK3CB	PIK3R2	0.999	0.9765755995828989	0.766	0.904
PIK3CB	PIK3R3	0.999	0.9658644421272159	0.659	0.904
PIK3CB	PLCG2	0.9	0.9	0	0.9
PIK3CB	PTPN11	0.9	0.9	0	0.9
PIK3CG	PIK3R1	0.996	0.9322294056308654	0.323	0.904
PIK3CG	PIK3R2	0.997	0.9082043795620437	0.083	0.904
PIK3CG	PIK3R3	0.997	0.9082043795620437	0.083	0.904
PIK3R1	PIK3R2	0.998	0.9654848800834201	0.669	0.9
PIK3R1	PIK3R3	0.995	0.9802043795620438	0.661	0.944
PIK3R1	PLCG2	0.973	0.9597497393117832	0.614	0.9
PIK3R1	PTK2	0.72	0.7168925964546402	0.457	0.5
PIK3R1	PTPN11	0.957	0.9490093847758082	0.511	0.9
PIK3R1	SHC1	0.762	0.7572471324296142	0.612	0.4
PIK3R1	SOCS1	0.768	0.7683211678832117	0.517	0.54
PIK3R1	SOS1	0.824	0.7982273201251303	0.613	0.5
PIK3R1	SRC	0.862	0.7491136600625652	0.599	0.4
PIK3R1	SYK	0.744	0.7168925964546402	0.457	0.5
PIK3R1	YWHAZ	0.934	0.7450469238790407	0.511	0.5
PIK3R2	PIK3R3	0.998	0.9639207507820646	0.654	0.9
PIK3R2	PLCG2	0.9	0.9	0	0.9
PIK3R2	PTPN11	0.943	0.9401459854014598	0.426	0.9
PIK3R3	PLCG2	0.9	0.9	0	0.9
PIK3R3	PTK2	0.74	0.7408759124087592	0.503	0.5
PIK3R3	PTPN11	0.917	0.913451511991658	0.17	0.9
PLAU	PLAUR	0.999	0.9958289885297185	0.96	0.9
PLAU	SERPINE1	0.999	0.9808133472367049	0.96	0.54
PLAU	VTN	0.995	0.9040667361835246	0.8	0.54
PLAUR	VTN	0.999	0.9740980187695516	0.946	0.54
PLCG2	PTPN11	0.909	0.8523461939520335	0.292	0.8
PLCG2	RAC2	0.933	0.9	0.9	0
PLCG2	SHC1	0.886	0.8867570385818561	0.457	0.8
PLCG2	SRC	0.871	0.8	0	0.8
PLCG2	YES1	0.8	0.8	0	0.8
PLD2	PLD4	0.9	0.9	0	0.9
PLD2	RAC2	0.809	0.737747653806048	0.497	0.5
PML	RUNX1	0.943	0.9433785192909281	0.457	0.9
PML	SPI1	0.852	0.8523461939520335	0.292	0.8
PML	TP53	0.761	0.7612095933263817	0.542	0.5
PPARA	PPARGC1A	0.999	0.9889468196037539	0.947	0.8
PPARA	RXRA	0.998	0.946089676746611	0.483	0.9
PPARA	RXRG	0.858	0.8583941605839417	0.321	0.8
PPARD	RXRA	0.988	0.946089676746611	0.483	0.9
PPARD	RXRG	0.873	0.8667361835245048	0.361	0.8
PPARG	PPARGC1A	0.999	0.9796663190823774	0.961	0.5
PPARG	RXRA	0.999	0.9962460896767465	0.964	0.9
PPARG	RXRG	0.948	0.9331595411887382	0.359	0.9
PPARG	SMARCA4	0.953	0.9261730969760167	0.292	0.9
PPARGC1A	RXRA	0.761	0.7267987486965589	0.476	0.5
PRKCA	PRKCD	0.948	0.9428571428571428	0.452	0.9
PRKCA	SDC4	0.987	0.7785192909280501	0.292	0.7
PRKCD	PRKCQ	0.933	0.9339937434827946	0.367	0.9
PRKCQ	TRAF6	0.7	0.7	0	0.7
PRKCZ	PTEN	0.9	0.9	0	0.9
PSTPIP1	PTPN22	0.926	0.926	0.926	0
PTGS1	PTGS2	0.935	0.9261730969760167	0.292	0.9
PTK2	PTPN11	0.801	0.734	0.734	0
PTK2	PXN	0.996	0.7992700729927007	0.615	0.5
PTK2	SOS1	0.947	0.9445255474452555	0.734	0.8
PTK2	SRC	0.999	0.9623566214807091	0.639	0.9
PTK2	TLN1	0.998	0.9433785192909281	0.457	0.9
PTK2	TLN2	0.998	0.9	0	0.9
PTPN1	PTPN11	0.9	0.9	0	0.9
PTPN11	PTPN6	0.947	0.9039624608967675	0.079	0.9
PTPN11	RUNX1	0.9	0.9	0	0.9
PTPN11	SHC1	0.995	0.826903023983316	0.17	0.8
PTPN11	SOS1	0.99	0.734	0.734	0
PTPN11	SRC	0.996	0.8867570385818561	0.457	0.8
PTPN11	STAT3	0.915	0.7168925964546402	0.457	0.5
PTPN11	STAT5A	0.921	0.8867570385818561	0.457	0.8
PTPN11	STAT5B	0.882	0.8523461939520335	0.292	0.8
PTPN11	SYK	0.945	0.9	0	0.9
PTPN11	TXNIP	0.96	0.96	0.96	0
PTPN11	YES1	0.8	0.8	0	0.8
PXN	SRC	0.999	0.9433785192909281	0.457	0.9
PXN	TLN1	0.998	0.8867570385818561	0.457	0.8
RAC1	RAC2	0.811	0.8114911366006257	0.607	0.54
RAC1	VAV1	0.779	0.7610010427528676	0.618	0.4
RAC2	RHOA	0.914	0.9129301355578728	0.165	0.9
REL	RELA	0.997	0.843628779979145	0.674	0.54
REL	RELB	0.997	0.843628779979145	0.674	0.54
RELA	RELB	0.999	0.9615224191866528	0.631	0.9
RGMA	RGMB	0.9	0.9	0	0.9
RIPK1	TAB2	0.992	0.8613138686131387	0.734	0.5
RIPK1	TLR3	0.761	0.7518248175182481	0.524	0.5
RIPK1	TNF	0.956	0.8613138686131387	0.734	0.5
RIPK1	TNFAIP3	0.943	0.9433785192909281	0.457	0.9
RIPK1	TNFRSF10B	0.927	0.7168925964546402	0.457	0.5
RIPK1	TNFRSF1A	0.997	0.8613138686131387	0.734	0.5
RIPK1	TNFSF10	0.869	0.7168925964546402	0.457	0.5
RIPK1	TRADD	0.999	0.9722627737226278	0.734	0.9
RIPK1	TRAF1	0.954	0.8867570385818561	0.457	0.8
RIPK1	TRAF2	0.999	0.9445255474452555	0.734	0.8
RIPK1	TRAF5	0.997	0.8867570385818561	0.457	0.8
RIPK1	TRAF6	0.992	0.8	0	0.8
RUNX1	RUNX3	0.978	0.9	0	0.9
RUNX1	SPI1	0.92	0.8523461939520335	0.292	0.8
RUNX1	SRC	0.9	0.9	0	0.9
RUNX1	TAL1	0.986	0.8867570385818561	0.457	0.8
RUNX2	STAT1	0.913	0.7	0	0.7
RUNX2	STUB1	0.778	0.7785192909280501	0.292	0.7
RUNX3	SMAD3	0.895	0.7168925964546402	0.457	0.5
RUNX3	SRC	0.9	0.9	0	0.9
RUNX3	TCF7L2	0.865	0.7785192909280501	0.292	0.7
RUNX3	TP53	0.837	0.7785192909280501	0.292	0.7
RXRA	RXRG	0.938	0.9388946819603754	0.414	0.9
S100A8	S100A9	0.999	0.9941605839416058	0.944	0.9
SDC1	SDC4	0.9	0.9	0	0.9
SDC1	THBS1	0.949	0.7	0	0.7
SDC4	TGFB1	0.8	0.8	0	0.8
SERPINE1	VTN	0.999	0.9958289885297185	0.96	0.9
SHARPIN	TNF	0.861	0.8613138686131387	0.734	0.5
SHARPIN	TNFRSF1A	0.872	0.8613138686131387	0.734	0.5
SHARPIN	TRAF2	0.9	0.9	0	0.9
SHARPIN	TRAF5	0.9	0.9	0	0.9
SHC1	SRC	0.997	0.8867570385818561	0.457	0.8
SHC1	YES1	0.912	0.8523461939520335	0.292	0.8
SIN3A	STAT3	0.895	0.7785192909280501	0.292	0.7
SIN3A	TP53	0.862	0.7168925964546402	0.457	0.5
SIRT1	SUV39H1	0.998	0.9433785192909281	0.457	0.9
SLC19A2	SLC19A3	0.9	0.9	0	0.9
SMAD3	SP1	0.889	0.7168925964546402	0.457	0.5
SMAD3	STUB1	0.957	0.946089676746611	0.483	0.9
SOCS1	SOCS3	0.94	0.9	0	0.9
SOCS1	TYK2	0.998	0.9395203336809177	0.42	0.9
SOCS3	TYK2	0.997	0.9089676746611054	0.127	0.9
SOD1	SOD2	0.934	0.9340980187695517	0.368	0.9
SOS1	YWHAZ	0.923	0.9	0.9	0
SPI1	TAL1	0.8	0.8	0	0.8
SQSTM1	TRAF2	0.903	0.9030239833159541	0.07	0.9
SQSTM1	TRAF6	0.998	0.9433785192909281	0.457	0.9
SRC	STAT1	0.728	0.7168925964546402	0.457	0.5
SRC	STAT3	0.994	0.7168925964546402	0.457	0.5
SRC	SYK	0.99	0.7168925964546402	0.457	0.5
SRC	TLN1	0.998	0.9261730969760167	0.292	0.9
SRC	TLN2	0.998	0.9	0	0.9
SRC	YES1	0.972	0.9720542231491137	0.866	0.8
STAT1	STAT2	0.999	0.95140771637122	0.534	0.9
STAT1	STAT3	0.999	0.9642335766423358	0.657	0.9
STAT1	STAT4	0.993	0.9433785192909281	0.457	0.9
STAT2	STAT4	0.92	0.9	0	0.9
STAT2	STAT6	0.985	0.9261730969760167	0.292	0.9
STAT2	TYK2	0.958	0.8867570385818561	0.457	0.8
STAT3	STAT4	0.97	0.9	0	0.9
STAT3	STAT5A	0.996	0.9	0	0.9
STAT3	STAT5B	0.997	0.9360792492179354	0.387	0.9
STAT3	STAT6	0.786	0.7187695516162669	0.101	0.7
STAT3	SYK	0.917	0.778415015641293	0.575	0.5
STAT4	STAT6	0.9	0.9	0	0.9
STAT5A	STAT5B	0.933	0.9282586027111575	0.312	0.9
STAT6	TBK1	0.859	0.8523461939520335	0.292	0.8
SYK	TYK2	0.8	0.8	0	0.8
SYK	VAV1	0.999	0.9643378519290928	0.943	0.4
SYK	VAV2	0.716	0.7168925964546402	0.457	0.5
SYK	ZAP70	0.974	0.9	0	0.9
TAB1	TAB2	0.999	0.9623566214807091	0.639	0.9
TAB1	TAB3	0.999	0.9604796663190823	0.621	0.9
TAB1	TNF	0.87	0.8613138686131387	0.734	0.5
TAB1	TRAF6	0.999	0.94859228362878	0.507	0.9
TAB2	TAB3	0.999	0.9604796663190823	0.621	0.9
TAB2	TNF	0.886	0.8613138686131387	0.734	0.5
TAB2	TNFRSF1A	0.861	0.8613138686131387	0.734	0.5
TAB2	TRAF2	0.896	0.7168925964546402	0.457	0.5
TAB2	TRAF6	0.999	0.9488008342022941	0.509	0.9
TAB3	TNF	0.804	0.8044838373305526	0.625	0.5
TAB3	TRAF6	0.995	0.7440041710114703	0.509	0.5
TANK	TBK1	0.999	0.9445255474452555	0.734	0.8
TANK	TNF	0.734	0.734	0.734	0
TANK	TNFRSF1A	0.734	0.734	0.734	0
TANK	TRADD	0.998	0.9	0	0.9
TANK	TRAF2	0.815	0.7982273201251303	0.613	0.5
TANK	TRAF3	0.999	0.9644421272158499	0.659	0.9
TBK1	TLR3	0.929	0.7340980187695516	0.49	0.5
TBK1	TNF	0.867	0.8613138686131387	0.734	0.5
TBK1	TNFAIP3	0.716	0.7168925964546402	0.457	0.5
TBK1	TNFRSF1A	0.861	0.8613138686131387	0.734	0.5
TBK1	TRAF2	0.889	0.8613138686131387	0.734	0.5
TBK1	TRAF3	0.997	0.8613138686131387	0.734	0.5
TBK1	TRAF5	0.779	0.734	0.734	0
TBK1	TRAF6	0.971	0.8613138686131387	0.734	0.5
TCF7L2	TLE1	0.732	0.7199999999999999	0	0.72
TCF7L2	TLE3	0.802	0.7932846715328467	0.292	0.72
TIFA	TRAF6	0.989	0.9791449426485923	0.96	0.5
TIRAP	TOLLIP	0.8	0.8	0	0.8
TLE1	TLE3	0.971	0.9637122002085505	0.652	0.9
TLN1	TLN2	0.967	0.9	0	0.9
TLR1	TLR2	0.999	0.9943691345151199	0.946	0.9
TLR1	TLR6	0.998	0.9396246089676747	0.421	0.9
TLR2	TLR4	0.998	0.9	0	0.9
TLR2	TLR5	0.962	0.9	0	0.9
TLR2	TLR6	0.999	0.9488008342022941	0.509	0.9
TLR2	TLR9	0.923	0.9	0	0.9
TLR3	TRAF6	0.8	0.7518248175182481	0.524	0.5
TLR4	TLR5	0.983	0.9	0	0.9
TLR4	TLR6	0.998	0.9261730969760167	0.292	0.9
TLR4	TLR9	0.965	0.9	0	0.9
TLR4	TRAF3	0.845	0.7168925964546402	0.457	0.5
TLR4	TRAF6	0.989	0.7434827945776852	0.508	0.5
TLR4	TRIL	0.937	0.9261730969760167	0.292	0.9
TLR7	TLR9	0.99	0.9	0	0.9
TNF	TNFAIP3	0.861	0.8613138686131387	0.734	0.5
TNF	TNFRSF1A	0.999	0.997080291970803	0.972	0.9
TNF	TNFRSF1B	0.999	0.9912408759124087	0.972	0.7
TNF	TRADD	0.997	0.8613138686131387	0.734	0.5
TNF	TRAF2	0.972	0.8613138686131387	0.734	0.5
TNF	TRAF3	0.875	0.8044838373305526	0.625	0.5
TNFAIP3	TNFRSF1A	0.861	0.8613138686131387	0.734	0.5
TNFAIP3	TRAF2	0.731	0.7168925964546402	0.457	0.5
TNFAIP3	TRAF6	0.901	0.7168925964546402	0.457	0.5
TNFRSF10A	TNFRSF10B	0.994	0.9433785192909281	0.457	0.9
TNFRSF10A	TNFSF10	0.999	0.9849843587069864	0.952	0.7
TNFRSF10B	TNFSF10	0.999	0.9874869655891554	0.96	0.7
TNFRSF10B	TRAF2	0.8	0.7794577685088634	0.577	0.5
TNFRSF11A	TNFSF11	0.998	0.9267987486965589	0.766	0.7
TNFRSF11A	TRAF2	0.943	0.9433785192909281	0.457	0.9
TNFRSF11A	TRAF3	0.716	0.7168925964546402	0.457	0.5
TNFRSF11A	TRAF6	0.952	0.9433785192909281	0.457	0.9
TNFRSF11B	TNFSF11	0.999	0.9874869655891554	0.96	0.7
TNFRSF12A	TNFSF12	0.996	0.8138686131386861	0.405	0.7
TNFRSF12A	TRAF2	0.79	0.7168925964546402	0.457	0.5
TNFRSF13B	TNFSF13	0.996	0.9261730969760167	0.292	0.9
TNFRSF13B	TNFSF13B	0.999	0.9529718456725755	0.549	0.9
TNFRSF13C	TNFSF13B	0.999	0.9958289885297185	0.96	0.9
TNFRSF13C	TRAF2	0.931	0.9313868613138686	0.342	0.9
TNFRSF13C	TRAF3	0.993	0.9739311783107404	0.75	0.9
TNFRSF14	TNFSF14	0.998	0.946	0.946	0
TNFRSF1A	TNFRSF1B	0.973	0.9261730969760167	0.292	0.9
TNFRSF1A	TRADD	0.999	0.9722627737226278	0.734	0.9
TNFRSF1A	TRAF1	0.961	0.7168925964546402	0.457	0.5
TNFRSF1A	TRAF2	0.998	0.9223357664233577	0.734	0.72
TNFRSF1B	TRADD	0.793	0.7932846715328467	0.292	0.72
TNFRSF1B	TRAF2	0.919	0.8884671532846715	0.618	0.72
TNFRSF25	TNFSF15	0.999	0.9529718456725755	0.549	0.9
TNFRSF4	TNFSF4	0.999	0.9874869655891554	0.96	0.7
TNFRSF6B	TNFSF14	0.997	0.9812304483837331	0.964	0.5
TNFRSF6B	TNFSF15	0.999	0.9791449426485923	0.96	0.5
TNFRSF9	TNFSF9	0.999	0.9821689259645464	0.943	0.7
TNFSF13	TNFSF13B	0.778	0.7785192909280501	0.292	0.7
TOLLIP	TRAF6	0.824	0.7168925964546402	0.457	0.5
TRADD	TRAF1	0.997	0.8867570385818561	0.457	0.8
TRADD	TRAF2	0.999	0.997080291970803	0.972	0.9
TRADD	TRAF3	0.998	0.9396246089676747	0.421	0.9
TRADD	TRAF5	0.998	0.9	0	0.9
TRAF1	TRAF2	0.998	0.9962460896767465	0.964	0.9
TRAF2	TRAF3	0.99	0.8921793534932221	0.483	0.8
TRAF2	TRAF5	0.998	0.9433785192909281	0.457	0.9
TRAF2	TRAF6	0.985	0.9488008342022941	0.509	0.9
TRAF3	TRAF5	0.997	0.9530761209593326	0.55	0.9
TRAF3	TRAF6	0.997	0.8	0	0.8
TRAF5	TRAF6	0.999	0.9958289885297185	0.96	0.9
TXN	TXN2	0.928	0.9286757038581857	0.316	0.9
TXN	TXNIP	0.999	0.9958289885297185	0.96	0.9
TXN2	TXNIP	0.998	0.9300312825860271	0.329	0.9
TXNIP	VAV2	0.946	0.946	0.946	0
VAV1	VAV2	0.9	0.9	0	0.9
XCL1	XCL2	0.908	0.9	0	0.9
YWHAE	YWHAZ	0.993	0.7997914494264858	0.616	0.5
