gene_a	gene_b	combined_score	class_evidence_score	escore	dscore
A2M	MMP2	0.908	0.7643378519290929	0.548	0.5
ABCB1	IGKV2D-29	0.9	0.9	0.9	0
ABCC8	KCNJ11	0.999	0.9763503649635036	0.919	0.72
ACAN	HAPLN1	0.973	0.7	0	0.7
ACE2	DPP4	0.996	0.9	0	0.9
ACE2	IGHV3-43D	0.9	0.9	0.9	0
ACE2	IGLL5	0.8	0.8	0.8	0
ACE2	IL2	0.9	0.9	0.9	0
ACKR1	CXCL8	0.998	0.9261730969760167	0.292	0.9
ACKR3	CXCL12	0.999	0.9687174139728885	0.9	0.7
ACKR3	CXCR4	0.99	0.946089676746611	0.483	0.9
ACKR3	IGHV3-16	0.9	0.9	0.9	0
ACTB	CDC42	0.9	0.9	0	0.9
ACTB	HCLS1	0.905	0.9	0	0.9
ACTB	ITGB1	0.957	0.9	0	0.9
ACTB	ITGB3	0.901	0.9	0	0.9
ACTB	ITGB5	0.901	0.9	0	0.9
ACTB	MSN	0.956	0.9092805005213764	0.13	0.9
ACTB	PPARG	0.9	0.9	0	0.9
ACTB	SMARCA4	0.995	0.9802919708029197	0.946	0.65
ACVR1	BMPR1A	0.998	0.9499478623566215	0.52	0.9
ACVR1	BMPR1B	0.994	0.9	0	0.9
ACVR1	HJV	0.9	0.9	0	0.9
ACVR1	NEO1	0.9	0.9	0	0.9
ACVR1	RGMA	0.9	0.9	0	0.9
ACVR1	RGMB	0.926	0.9261730969760167	0.292	0.9
ADIPOQ	ADIPOR1	0.996	0.7	0	0.7
ADIPOQ	ADIPOR2	0.996	0.7	0	0.7
ADIPOR1	ADIPOR2	0.987	0.9	0	0.9
ADORA2A	ADORA2B	0.934	0.929301355578728	0.322	0.9
ADORA2A	GNAS	0.941	0.913	0.913	0
ADORA2A	GNB1	0.911	0.911	0.911	0
ADORA2A	GNG2	0.808	0.808	0.808	0
ADORA2A	IGHV3-16	0.8	0.8	0.8	0
ADORA2A	NTRK1	0.83	0.7	0	0.7
ADRA2A	GNB1	0.964	0.9640250260688217	0.931	0.5
ADRA2A	GNG2	0.922	0.921793534932221	0.85	0.5
ADRB1	ADRB2	0.951	0.9197080291970803	0.23	0.9
ADRB1	ADRB3	0.9	0.9	0	0.9
ADRB2	ADRB3	0.923	0.9	0	0.9
ADRB2	ARRB1	0.994	0.7	0	0.7
ADRB2	ARRB2	0.997	0.8464025026068822	0.509	0.7
ADRB2	CLTC	0.716	0.7168925964546402	0.457	0.5
ADRB2	GRK2	0.823	0.7168925964546402	0.457	0.5
ADRB2	GRK6	0.716	0.7168925964546402	0.457	0.5
AGER	HMGB1	0.995	0.764859228362878	0.549	0.5
AGT	AGTR1	0.999	0.9722627737226278	0.734	0.9
AGTR1	ARRB1	0.804	0.7168925964546402	0.457	0.5
AGTR1	ARRB2	0.797	0.7168925964546402	0.457	0.5
AHR	HSP90AA1	0.912	0.9034410844629823	0.537	0.8
AHR	HSP90AB1	0.983	0.9820646506777894	0.914	0.8
AKT1	HSP90AA1	0.997	0.8869655891553702	0.458	0.8
ALB	B2M	0.933	0.9	0.9	0
ALB	FAM20C	0.716	0.7168925964546402	0.457	0.5
ALB	IGHV3-16	0.9	0.9	0.9	0
ALK	GRB2	0.899	0.7168925964546402	0.457	0.5
ALK	SHC1	0.922	0.7168925964546402	0.457	0.5
ALPK1	TIFA	0.7	0.7	0	0.7
ANXA2	S100A4	0.997	0.9	0.9	0
ANXA2	TP53	0.961	0.937	0.937	0
APCS	FCGR2A	0.935	0.9	0.9	0
APOA1	APOB	0.997	0.9011470281543275	0.526	0.8
APOA1	APOC3	0.988	0.8075078206465068	0.077	0.8
APOA1	APOE	0.996	0.8	0	0.8
APOA1	APOH	0.782	0.7199999999999999	0	0.72
APOA1	APP	0.954	0.8414598540145986	0.457	0.72
APOA1	CD36	0.796	0.7	0	0.7
APOA1	CLU	0.994	0.7199999999999999	0	0.72
APOA1	MMP14	0.9	0.9	0.9	0
APOA1	PON1	0.993	0.7199999999999999	0	0.72
APOA1	SCARB1	0.995	0.7785192909280501	0.292	0.7
APOB	APOC3	0.983	0.7199999999999999	0	0.72
APOB	APOE	0.997	0.8794577685088634	0.422	0.8
APOB	APOH	0.839	0.7199999999999999	0	0.72
APOB	APP	0.72	0.7199999999999999	0	0.72
APOB	CD36	0.94	0.7785192909280501	0.292	0.7
APOB	CLU	0.72	0.7199999999999999	0	0.72
APOB	PON1	0.788	0.7199999999999999	0	0.72
APOB	SCARB1	0.971	0.7	0	0.7
APOC3	APOE	0.995	0.8	0	0.8
APOC3	APOH	0.857	0.7199999999999999	0	0.72
APOC3	APP	0.72	0.7199999999999999	0	0.72
APOC3	CLU	0.779	0.7199999999999999	0	0.72
APOC3	PON1	0.72	0.7199999999999999	0	0.72
APOE	APOH	0.775	0.7199999999999999	0	0.72
APOE	APP	0.995	0.8893430656934306	0.621	0.72
APOE	CLU	0.991	0.7199999999999999	0	0.72
APOE	HSPG2	0.928	0.8	0	0.8
APOE	LRP1	0.999	0.9529718456725755	0.549	0.9
APOE	LRP2	0.998	0.9261730969760167	0.292	0.9
APOE	PON1	0.867	0.7199999999999999	0	0.72
APOH	APP	0.72	0.7199999999999999	0	0.72
APOH	CLU	0.738	0.7199999999999999	0	0.72
APOH	PON1	0.72	0.7199999999999999	0	0.72
APP	CLU	0.972	0.8490510948905109	0.483	0.72
APP	GNB1	0.8	0.8	0.8	0
APP	GNG2	0.8	0.8	0.8	0
APP	IDE	0.959	0.949	0.949	0
APP	LCN2	0.749	0.749	0.749	0
APP	PON1	0.72	0.7199999999999999	0	0.72
AR	HSP90AA1	0.997	0.8877997914494266	0.462	0.8
AR	HSP90AB1	0.997	0.8877997914494266	0.462	0.8
AR	HSP90B1	0.801	0.8018769551616267	0.05	0.8
AR	KDM1A	0.987	0.7168925964546402	0.457	0.5
AR	NCOA2	0.993	0.9833159541188737	0.968	0.5
AR	NCOR1	0.924	0.7168925964546402	0.457	0.5
AR	NCOR2	0.827	0.7168925964546402	0.457	0.5
AR	RUNX2	0.807	0.7	0	0.7
ARRB1	ARRB2	0.968	0.9524504692387905	0.544	0.9
ARRB1	CCR5	0.874	0.7416058394160584	0.292	0.65
ARRB1	CLTC	0.818	0.8185610010427529	0.652	0.5
ARRB1	CXCR2	0.91	0.7416058394160584	0.292	0.65
ARRB1	GRK2	0.976	0.8867570385818561	0.457	0.8
ARRB1	GRK4	0.8	0.8	0	0.8
ARRB1	GRK6	0.8	0.8	0	0.8
ARRB1	IGHV3-16	0.9	0.9	0.9	0
ARRB1	OPRM1	0.942	0.9	0	0.9
ARRB2	CLTC	0.809	0.8091762252346194	0.634	0.5
ARRB2	GRK2	0.98	0.8867570385818561	0.457	0.8
ARRB2	GRK4	0.85	0.8	0	0.8
ARRB2	GRK6	0.8	0.8	0	0.8
ARRB2	MAPK1	0.846	0.7612095933263817	0.542	0.5
ARRB2	OPRM1	0.948	0.9	0	0.9
ATIC	GART	0.935	0.9191866527632951	0.225	0.9
B2M	CD1D	0.999	0.9966631908237747	0.968	0.9
B2M	CD247	0.935	0.8957247132429614	0.8	0.5
B2M	CD3E	0.895	0.8957247132429614	0.8	0.5
B2M	CD3G	0.895	0.8957247132429614	0.8	0.5
B2M	CD8A	0.985	0.9775808133472367	0.957	0.5
B2M	HFE	0.999	0.9897810218978103	0.965	0.72
B2M	HJV	0.72	0.7199999999999999	0	0.72
B2M	HLA-A	0.999	0.9969760166840459	0.971	0.9
B2M	HLA-B	0.999	0.9969760166840459	0.971	0.9
B2M	HLA-C	0.999	0.9969760166840459	0.971	0.9
B2M	HLA-DMA	0.72	0.7199999999999999	0	0.72
B2M	HLA-DMB	0.72	0.7199999999999999	0	0.72
B2M	HLA-DOA	0.72	0.7199999999999999	0	0.72
B2M	HLA-DOB	0.72	0.7199999999999999	0	0.72
B2M	HLA-DPA1	0.72	0.7199999999999999	0	0.72
B2M	HLA-DPB1	0.72	0.7199999999999999	0	0.72
B2M	HLA-DRA	0.737	0.7199999999999999	0	0.72
B2M	HLA-DRB1	0.72	0.7199999999999999	0	0.72
B2M	HLA-E	0.999	0.9969760166840459	0.971	0.9
B2M	IGHV3-16	0.9	0.9	0.9	0
B2M	IGHV3-43D	0.807	0.807	0.807	0
B2M	IGLL5	0.9	0.9	0.9	0
B2M	IL27RA	0.8	0.8	0.8	0
B2M	MR1	0.981	0.9812930135557872	0.961	0.54
B2M	TAP2	0.926	0.9261730969760167	0.292	0.9
B3GNT2	B3GNT4	0.9	0.9	0	0.9
BCL2A1	BID	0.964	0.963	0.963	0
BCL2L1	BECN1	0.996	0.733	0.733	0
BCL2L1	BID	0.983	0.9827945776850886	0.967	0.5
BCL2L1	TP53	0.999	0.955	0.955	0
BCL3	NFKB1	0.998	0.9433785192909281	0.457	0.9
BCL3	NFKB2	0.998	0.9433785192909281	0.457	0.9
BDKRB2	GNB1	0.9	0.9	0.9	0
BDKRB2	GNG2	0.8	0.8	0.8	0
BDKRB2	KNG1	0.998	0.9167883211678832	0.734	0.7
BECN1	BIRC2	0.734	0.734	0.734	0
BECN1	BIRC3	0.734	0.734	0.734	0
BECN1	TRAF2	0.734	0.734	0.734	0
BIRC2	BIRC3	0.996	0.9261730969760167	0.292	0.9
BIRC2	CD40	0.819	0.7395411887382691	0.457	0.54
BIRC2	HTRA2	0.887	0.7923044838373304	0.567	0.54
BIRC2	IKBKG	0.88	0.7168925964546402	0.457	0.5
BIRC2	RIPK1	0.997	0.8867570385818561	0.457	0.8
BIRC2	SHARPIN	0.967	0.9261730969760167	0.292	0.9
BIRC2	TNF	0.861	0.8613138686131387	0.734	0.5
BIRC2	TNFAIP3	0.716	0.7168925964546402	0.457	0.5
BIRC2	TNFRSF1A	0.995	0.8613138686131387	0.734	0.5
BIRC2	TRADD	0.998	0.9445255474452555	0.734	0.8
BIRC2	TRAF1	0.994	0.7168925964546402	0.457	0.5
BIRC2	TRAF2	0.999	0.956830031282586	0.586	0.9
BIRC2	TRAF3	0.995	0.7395411887382691	0.457	0.54
BIRC2	TRAF5	0.997	0.9	0	0.9
BIRC2	TRAF6	0.966	0.7395411887382691	0.457	0.54
BIRC3	IKBKB	0.789	0.7893639207507821	0.596	0.5
BIRC3	IKBKG	0.714	0.7148070907194995	0.453	0.5
BIRC3	LTBR	0.73	0.7309697601668405	0.484	0.5
BIRC3	RIPK1	0.997	0.8867570385818561	0.457	0.8
BIRC3	SHARPIN	0.926	0.9261730969760167	0.292	0.9
BIRC3	TNF	0.843	0.7168925964546402	0.457	0.5
BIRC3	TNFRSF1A	0.951	0.8613138686131387	0.734	0.5
BIRC3	TRADD	0.996	0.8	0	0.8
BIRC3	TRAF1	0.999	0.9812304483837331	0.964	0.5
BIRC3	TRAF2	0.999	0.9962460896767465	0.964	0.9
BIRC3	TRAF3	0.992	0.7168925964546402	0.457	0.5
BIRC3	TRAF5	0.996	0.9	0	0.9
BMP2	BMP4	0.968	0.9	0	0.9
BMP2	BMP6	0.9	0.9	0	0.9
BMP2	BMPR1A	0.999	0.9874869655891554	0.976	0.5
BMP2	BMPR1B	0.995	0.8435870698644421	0.7	0.5
BMP2	HJV	0.988	0.9883211678832117	0.96	0.72
BMP2	NOG	0.998	0.9671532846715328	0.937	0.5
BMP2	RGMA	0.946	0.946	0.946	0
BMP2	RGMB	0.982	0.964	0.964	0
BMP4	BMP6	0.929	0.9	0	0.9
BMP4	BMPR1A	0.995	0.708	0.708	0
BMP4	NOG	0.986	0.9	0	0.9
BMPR1A	BMPR1B	0.997	0.9261730969760167	0.292	0.9
BMPR1A	GDF5	0.911	0.741	0.741	0
BMPR1A	HJV	0.926	0.9	0	0.9
BMPR1A	IGLL5	0.9	0.9	0.9	0
BMPR1A	NEO1	0.943	0.9	0	0.9
BMPR1A	RGMA	0.9	0.9	0	0.9
BMPR1A	RGMB	0.926	0.9261730969760167	0.292	0.9
BMPR1B	GDF5	0.969	0.74	0.74	0
BMPR1B	HJV	0.907	0.9	0	0.9
BMPR1B	NEO1	0.902	0.9	0	0.9
BMPR1B	RGMA	0.9	0.9	0	0.9
BMPR1B	RGMB	0.926	0.9261730969760167	0.292	0.9
BTLA	PTPN11	0.988	0.7168925964546402	0.457	0.5
BTLA	TNFRSF14	0.999	0.9911366006256517	0.915	0.9
C1QA	C1QC	0.999	0.9958289885297185	0.96	0.9
C3	CFH	0.999	0.9874869655891554	0.96	0.7
C3	CFI	0.977	0.9726590198123044	0.943	0.54
C3	CR1	0.999	0.9849843587069864	0.952	0.7
C3	ITGAM	0.998	0.9922836287799791	0.926	0.9
C3	ITGB2	0.996	0.9261730969760167	0.292	0.9
C4A	C4B	0.998	0.9433785192909281	0.457	0.9
C4A	CR1	0.994	0.7	0	0.7
C4B	CR1	0.994	0.7	0	0.7
CA1	CA2	0.748	0.7	0	0.7
CALM3	CALML3	0.996	0.9	0	0.9
CALM3	CALML4	0.996	0.9	0	0.9
CALM3	CALML5	0.996	0.9	0	0.9
CALM3	CALML6	0.996	0.9	0	0.9
CALM3	CAV1	0.977	0.8	0	0.8
CALM3	CAV2	0.849	0.8	0	0.8
CALM3	ESR1	0.99	0.916	0.916	0
CALM3	HSP90AA1	0.992	0.8	0	0.8
CALM3	HSP90AB1	0.989	0.8	0	0.8
CALM3	HSP90B1	0.808	0.8	0	0.8
CALM3	KCNQ1	0.998	0.969	0.969	0
CALM3	MARCKS	0.998	0.9	0.9	0
CALM3	NOX5	0.843	0.749	0.749	0
CALM3	SNCA	0.991	0.903	0.903	0
CALML3	CALML4	0.961	0.9	0	0.9
CALML3	CALML5	0.961	0.9	0	0.9
CALML3	CALML6	0.961	0.9	0	0.9
CALML3	CAV1	0.989	0.8	0	0.8
CALML3	CAV2	0.887	0.8	0	0.8
CALML3	HSP90AA1	0.992	0.8	0	0.8
CALML3	HSP90AB1	0.989	0.8	0	0.8
CALML3	HSP90B1	0.808	0.8	0	0.8
CALML4	CALML5	0.961	0.9	0	0.9
CALML4	CALML6	0.961	0.9	0	0.9
CALML4	CAV1	0.989	0.8	0	0.8
CALML4	CAV2	0.888	0.8	0	0.8
CALML4	HSP90AA1	0.992	0.8	0	0.8
CALML4	HSP90AB1	0.989	0.8	0	0.8
CALML4	HSP90B1	0.808	0.8	0	0.8
CALML5	CALML6	0.961	0.9	0	0.9
CALML5	CAV1	0.989	0.8	0	0.8
CALML5	CAV2	0.888	0.8	0	0.8
CALML5	HSP90AA1	0.992	0.8	0	0.8
CALML5	HSP90AB1	0.989	0.8	0	0.8
CALML5	HSP90B1	0.808	0.8	0	0.8
CALML6	CAV1	0.989	0.8	0	0.8
CALML6	CAV2	0.888	0.8	0	0.8
CALML6	HSP90AA1	0.992	0.8	0	0.8
CALML6	HSP90AB1	0.989	0.8	0	0.8
CALML6	HSP90B1	0.808	0.8	0	0.8
CAMP	HLA-DRA	0.9	0.9	0.9	0
CAMP	HLA-DRB1	0.907	0.907	0.907	0
CASP8	FADD	0.999	0.9656934306569342	0.671	0.9
CASP8	FAS	0.999	0.9575599582898853	0.593	0.9
CASP8	FASLG	0.97	0.7877997914494265	0.593	0.5
CASP8	RIPK1	0.999	0.9545359749739312	0.564	0.9
CASP8	TNF	0.796	0.734	0.734	0
CASP8	TNFRSF10A	0.855	0.7877997914494265	0.593	0.5
CASP8	TNFRSF10B	0.97	0.7877997914494265	0.593	0.5
CASP8	TNFSF10	0.779	0.7794577685088634	0.577	0.5
CASP8	TRADD	0.999	0.9433785192909281	0.457	0.9
CASP8	TRAF2	0.969	0.7794577685088634	0.577	0.5
CAV1	CAV2	0.998	0.9433785192909281	0.457	0.9
CAV1	DNM2	0.935	0.8	0	0.8
CAV1	EGFR	0.996	0.9005213764337853	0.523	0.8
CAV1	ESR1	0.994	0.7168925964546402	0.457	0.5
CAV1	HSP90AA1	0.973	0.8523461939520335	0.292	0.8
CAV1	HSP90AB1	0.965	0.8	0	0.8
CAV1	HSP90B1	0.8	0.8	0	0.8
CAV1	RAC1	0.716	0.7168925964546402	0.457	0.5
CAV2	EGFR	0.918	0.9005213764337853	0.523	0.8
CAV2	HSP90AA1	0.8	0.8	0	0.8
CAV2	HSP90AB1	0.8	0.8	0	0.8
CAV2	HSP90B1	0.8	0.8	0	0.8
CBFB	CDK6	0.725	0.7	0	0.7
CBFB	RUNX1	0.999	0.997080291970803	0.972	0.9
CBFB	RUNX2	0.999	0.9969760166840459	0.971	0.9
CBFB	RUNX3	0.999	0.973096976016684	0.742	0.9
CBL	CDC42	0.803	0.7168925964546402	0.457	0.5
CBL	CSF1R	0.858	0.7168925964546402	0.457	0.5
CBL	EGFR	0.999	0.9557872784150157	0.788	0.8
CBL	FN1	0.9	0.9	0.9	0
CBL	FYN	0.976	0.7586027111574557	0.537	0.5
CBL	GRAP2	0.894	0.7116788321167883	0.447	0.5
CBL	GRB2	0.999	0.9629822732012513	0.645	0.9
CBL	HCK	0.787	0.7168925964546402	0.457	0.5
CBL	IGF1R	0.741	0.7416058394160584	0.292	0.65
CBL	INPPL1	0.896	0.8315954118873827	0.677	0.5
CBL	KIT	0.86	0.7168925964546402	0.457	0.5
CBL	LCK	0.854	0.7168925964546402	0.457	0.5
CBL	LYN	0.894	0.7168925964546402	0.457	0.5
CBL	MET	0.994	0.9742440041710114	0.753	0.9
CBL	PDGFRA	0.861	0.8018248175182483	0.457	0.65
CBL	PIK3CA	0.729	0.7299270072992701	0.482	0.5
CBL	PIK3CB	0.729	0.7299270072992701	0.482	0.5
CBL	PIK3R1	0.865	0.8315954118873827	0.677	0.5
CBL	PIK3R2	0.831	0.8315954118873827	0.677	0.5
CBL	PTPN11	0.745	0.7168925964546402	0.457	0.5
CBL	SH3GL2	0.925	0.8523461939520335	0.292	0.8
CBL	SHC1	0.963	0.8044838373305526	0.625	0.5
CBL	SRC	0.992	0.7789363920750783	0.576	0.5
CBL	SYK	0.957	0.8008342022940562	0.618	0.5
CBL	VAV1	0.978	0.9433785192909281	0.457	0.9
CBL	ZAP70	0.997	0.96	0.96	0
CCL1	CCR1	0.936	0.7397810218978103	0.287	0.65
CCL1	CCR8	0.999	0.9256517205422315	0.287	0.9
CCL1	CXCL11	0.734	0.734	0.734	0
CCL11	CCL13	0.738	0.734	0.734	0
CCL11	CCL14	0.734	0.734	0.734	0
CCL11	CCL18	0.736	0.734	0.734	0
CCL11	CCL2	0.904	0.734	0.734	0
CCL11	CCL26	0.747	0.734	0.734	0
CCL11	CCL27	0.734	0.734	0.734	0
CCL11	CCL28	0.734	0.734	0.734	0
CCL11	CCL5	0.734	0.734	0.734	0
CCL11	CCL8	0.885	0.734	0.734	0
CCL11	CCR3	0.999	0.9897810218978103	0.972	0.65
CCL11	CCR5	0.995	0.7397810218978103	0.287	0.65
CCL11	CXCL1	0.915	0.734	0.734	0
CCL11	CXCL10	0.747	0.734	0.734	0
CCL11	CXCL11	0.734	0.734	0.734	0
CCL11	CXCL12	0.754	0.734	0.734	0
CCL11	CXCL14	0.74	0.734	0.734	0
CCL11	CXCL2	0.734	0.734	0.734	0
CCL11	CXCL3	0.734	0.734	0.734	0
CCL11	CXCL5	0.78	0.734	0.734	0
CCL11	CXCL6	0.734	0.734	0.734	0
CCL11	CXCL9	0.828	0.734	0.734	0
CCL11	CXCR3	0.977	0.7397810218978103	0.287	0.65
CCL11	PF4	0.773	0.734	0.734	0
CCL11	PF4V1	0.734	0.734	0.734	0
CCL11	XCL1	0.734	0.734	0.734	0
CCL13	CCL21	0.734	0.734	0.734	0
CCL13	CCL24	0.734	0.734	0.734	0
CCL13	CCL26	0.734	0.734	0.734	0
CCL13	CCL28	0.734	0.734	0.734	0
CCL13	CCL5	0.743	0.734	0.734	0
CCL13	CCL8	0.859	0.734	0.734	0
CCL13	CCR2	0.995	0.7769551616266944	0.287	0.7
CCL13	CCR3	0.994	0.7	0	0.7
CCL13	CCR5	0.991	0.7397810218978103	0.287	0.65
CCL13	CXCL10	0.734	0.734	0.734	0
CCL13	CXCL11	0.734	0.734	0.734	0
CCL13	CXCL12	0.734	0.734	0.734	0
CCL13	CXCL14	0.734	0.734	0.734	0
CCL13	CXCL9	0.734	0.734	0.734	0
CCL13	CXCR3	0.824	0.7397810218978103	0.287	0.65
CCL13	PF4	0.734	0.734	0.734	0
CCL13	PPBP	0.734	0.734	0.734	0
CCL13	XCL1	0.734	0.734	0.734	0
CCL14	CCL22	0.734	0.734	0.734	0
CCL15	CCL2	0.785	0.734	0.734	0
CCL15	CCR1	0.999	0.9726277372262774	0.925	0.65
CCL15	CCR3	0.978	0.7397810218978103	0.287	0.65
CCL15	GNAI1	0.8	0.8	0.8	0
CCL15	GNB1	0.8	0.8	0.8	0
CCL15	GNG2	0.8	0.8	0.8	0
CCL16	CCL5	0.812	0.734	0.734	0
CCL16	CCR1	0.994	0.7397810218978103	0.287	0.65
CCL16	CCR2	0.98	0.7397810218978103	0.287	0.65
CCL16	CCR8	0.96	0.7397810218978103	0.287	0.65
CCL16	CXCR5	0.928	0.7397810218978103	0.287	0.65
CCL17	CCL21	0.792	0.734	0.734	0
CCL17	CCL22	0.932	0.9	0	0.9
CCL17	CCL25	0.793	0.734	0.734	0
CCL17	CCL26	0.827	0.734	0.734	0
CCL17	CCL28	0.734	0.734	0.734	0
CCL17	CCL5	0.981	0.9722627737226278	0.734	0.9
CCL17	CCR5	0.953	0.7525547445255474	0.322	0.65
CCL17	CCR8	0.994	0.7397810218978103	0.287	0.65
CCL17	CXCL14	0.734	0.734	0.734	0
CCL17	PF4	0.734	0.734	0.734	0
CCL19	CCL21	0.988	0.9	0	0.9
CCL19	CCR7	0.995	0.7769551616266944	0.287	0.7
CCL19	CCRL2	0.995	0.9	0	0.9
CCL19	PF4V1	0.734	0.734	0.734	0
CCL2	CCL26	0.808	0.734	0.734	0
CCL2	CCL4L2	0.782	0.734	0.734	0
CCL2	CCL5	0.96	0.734	0.734	0
CCL2	CCL8	0.962	0.734	0.734	0
CCL2	CCR1	0.995	0.7397810218978103	0.287	0.65
CCL2	CCR2	0.999	0.9791970802919708	0.943	0.65
CCL2	CCR3	0.996	0.7416058394160584	0.292	0.65
CCL2	CCR5	0.996	0.7397810218978103	0.287	0.65
CCL2	CXCL13	0.76	0.734	0.734	0
CCL2	CXCL8	0.734	0.734	0.734	0
CCL2	CXCL9	0.801	0.734	0.734	0
CCL2	GNAI1	0.8	0.8	0.8	0
CCL2	GNB1	0.8	0.8	0.8	0
CCL2	GNG2	0.8	0.8	0.8	0
CCL2	PF4	0.804	0.734	0.734	0
CCL20	CCL5	0.761	0.734	0.734	0
CCL20	CCR6	0.999	0.9895724713242962	0.9	0.9
CCL20	CXCL11	0.734	0.734	0.734	0
CCL20	CXCL12	0.827	0.734	0.734	0
CCL20	CXCL5	0.734	0.734	0.734	0
CCL20	GNB1	0.8	0.8	0.8	0
CCL20	GNG2	0.8	0.8	0.8	0
CCL20	PF4	0.74	0.734	0.734	0
CCL20	XCL2	0.734	0.734	0.734	0
CCL21	CCL23	0.734	0.734	0.734	0
CCL21	CCL24	0.812	0.734	0.734	0
CCL21	CCL26	0.772	0.734	0.734	0
CCL21	CCL28	0.734	0.734	0.734	0
CCL21	CCL5	0.81	0.734	0.734	0
CCL21	CCR7	0.996	0.8238790406673618	0.437	0.7
CCL21	CXCL10	0.817	0.734	0.734	0
CCL21	CXCL11	0.734	0.734	0.734	0
CCL21	CXCL12	0.923	0.734	0.734	0
CCL21	CXCL14	0.795	0.734	0.734	0
CCL21	CXCL2	0.734	0.734	0.734	0
CCL21	CXCL9	0.855	0.734	0.734	0
CCL21	PF4	0.734	0.734	0.734	0
CCL21	PF4V1	0.734	0.734	0.734	0
CCL21	PPBP	0.734	0.734	0.734	0
CCL21	XCL1	0.742	0.734	0.734	0
CCL21	XCL2	0.783	0.734	0.734	0
CCL22	CCL5	0.9	0.9	0	0.9
CCL22	PF4V1	0.734	0.734	0.734	0
CCL24	CCL5	0.734	0.734	0.734	0
CCL24	CXCL11	0.734	0.734	0.734	0
CCL24	XCL1	0.734	0.734	0.734	0
CCL25	CCL5	0.734	0.734	0.734	0
CCL25	CCR9	0.998	0.9	0	0.9
CCL25	CXCL11	0.734	0.734	0.734	0
CCL25	CXCL12	0.734	0.734	0.734	0
CCL25	PF4	0.734	0.734	0.734	0
CCL25	PF4V1	0.734	0.734	0.734	0
CCL26	CCL28	0.734	0.734	0.734	0
CCL26	CCL5	0.734	0.734	0.734	0
CCL26	CCL8	0.745	0.734	0.734	0
CCL26	CXCL10	0.777	0.734	0.734	0
CCL26	CXCL11	0.734	0.734	0.734	0
CCL26	CXCL12	0.734	0.734	0.734	0
CCL26	CXCL14	0.734	0.734	0.734	0
CCL26	CXCL9	0.734	0.734	0.734	0
CCL26	PF4	0.734	0.734	0.734	0
CCL26	PF4V1	0.734	0.734	0.734	0
CCL26	PPBP	0.734	0.734	0.734	0
CCL26	XCL1	0.734	0.734	0.734	0
CCL26	XCL2	0.734	0.734	0.734	0
CCL27	CCL28	0.9	0.9	0	0.9
CCL27	CCL5	0.734	0.734	0.734	0
CCL27	CCR10	0.994	0.7	0	0.7
CCL27	PF4V1	0.734	0.734	0.734	0
CCL28	CCL5	0.734	0.734	0.734	0
CCL28	CCR10	0.956	0.9	0	0.9
CCL28	CXCL10	0.734	0.734	0.734	0
CCL28	CXCL12	0.734	0.734	0.734	0
CCL28	CXCL13	0.734	0.734	0.734	0
CCL28	CXCL14	0.734	0.734	0.734	0
CCL28	CXCL2	0.734	0.734	0.734	0
CCL28	CXCL9	0.734	0.734	0.734	0
CCL28	PF4	0.734	0.734	0.734	0
CCL28	PF4V1	0.734	0.734	0.734	0
CCL28	PPBP	0.734	0.734	0.734	0
CCL28	XCL1	0.734	0.734	0.734	0
CCL28	XCL2	0.734	0.734	0.734	0
CCL3	CCL3L1	0.938	0.9	0	0.9
CCL3	CCR1	0.995	0.7397810218978103	0.287	0.65
CCL3	CCR3	0.995	0.7397810218978103	0.287	0.65
CCL3	CCR5	0.996	0.8018248175182483	0.457	0.65
CCL3	CXCR5	0.757	0.7397810218978103	0.287	0.65
CCL3	IDE	0.946	0.946	0.946	0
CCL3L1	CCR1	0.988	0.7416058394160584	0.292	0.65
CCL3L1	CCR3	0.986	0.7416058394160584	0.292	0.65
CCL3L1	CCR5	0.997	0.8018248175182483	0.457	0.65
CCL4	CCL4L2	0.909	0.9	0	0.9
CCL4	CCR1	0.995	0.7397810218978103	0.287	0.65
CCL4	CCR3	0.994	0.7397810218978103	0.287	0.65
CCL4	CCR5	0.998	0.9029197080291971	0.734	0.65
CCL4	CXCR5	0.74	0.7397810218978103	0.287	0.65
CCL4	IDE	0.926	0.926	0.926	0
CCL4L2	CXCL13	0.759	0.734	0.734	0
CCL4L2	PF4V1	0.734	0.734	0.734	0
CCL5	CCL8	0.734	0.734	0.734	0
CCL5	CCR1	0.997	0.8113138686131388	0.483	0.65
CCL5	CCR3	0.997	0.8018248175182483	0.457	0.65
CCL5	CCR5	0.999	0.9817518248175182	0.95	0.65
CCL5	CXCL10	0.748	0.734	0.734	0
CCL5	CXCL11	0.858	0.734	0.734	0
CCL5	CXCL12	0.764	0.734	0.734	0
CCL5	CXCL14	0.734	0.734	0.734	0
CCL5	CXCL2	0.764	0.734	0.734	0
CCL5	CXCL6	0.821	0.734	0.734	0
CCL5	CXCL9	0.882	0.734	0.734	0
CCL5	CXCR3	0.995	0.7397810218978103	0.287	0.65
CCL5	CXCR5	0.895	0.7397810218978103	0.287	0.65
CCL5	GNAI1	0.8	0.8	0.8	0
CCL5	GNB1	0.8	0.8	0.8	0
CCL5	GNGT1	0.8	0.8	0.8	0
CCL5	PF4	0.996	0.734	0.734	0
CCL5	PPBP	0.734	0.734	0.734	0
CCL5	XCL1	0.734	0.734	0.734	0
