"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000019505","SYT13",195.059465791309,4.95697484345914,0.703466005503491,7.04650232517105,1.8347106124222e-12,1.62215938797309e-09
"ENSG00000183010","PYCR1",193.096675663151,3.27695760304584,0.465920517005073,7.03329749054637,2.01708656065962e-12,1.69848293581638e-09
"ENSG00000166351","POTED",79.6935348346152,3.88248179555277,0.555591999842145,6.98800882060192,2.78814864554643e-12,2.24103784087262e-09
"ENSG00000166819","PLIN1",8958.13205108981,-6.10552295199691,0.876529105172101,-6.96556784705755,3.27081742490601e-12,2.45387299587822e-09
"ENSG00000175445","LPL",7029.14843163252,-6.44455863224566,0.925637723943819,-6.96229039238769,3.34784501994296e-12,2.45387299587822e-09
"ENSG00000172061","LRRC15",320.639668954647,4.96726319641664,0.713967111377114,6.95727172479372,3.46925436277529e-12,2.45387299587822e-09
"ENSG00000074410","CA12",789.911718323945,2.84398080879656,0.409433322225425,6.94613910108354,3.75418618674911e-12,2.55327978231864e-09
"ENSG00000182175","RGMA",235.680071329203,-2.28055217537552,0.328835515025971,-6.93523683168896,4.0554118273606e-12,2.65599434604509e-09
"ENSG00000167588","GPD1",3683.01012085571,-6.68689846962782,0.965940944196396,-6.92267835813804,4.43183260777221e-12,2.70596865054857e-09
"ENSG00000154856","APCDD1",317.086560302863,-3.52148766292907,0.508702546986035,-6.92248875849591,4.43777022371253e-12,2.70596865054857e-09
"ENSG00000085831","TTC39A",464.005743221275,3.09997770209277,0.448518665488582,6.91159129066767,4.79246961652781e-12,2.82484134096871e-09
"ENSG00000241534","CFB",826.53176207351,3.60260188087068,0.523885035973677,6.87670315716308,6.12535597543113e-12,3.49402160366286e-09
"ENSG00000204385","SLC44A4",155.068962670978,3.59604430995637,0.523821866402814,6.86501373959644,6.64848538793832e-12,3.67391147234104e-09
"ENSG00000196549","MME",1263.14014574211,-4.08143337437704,0.597509520339325,-6.83074199731446,8.44765436114299e-12,4.48304877514903e-09
"ENSG00000119927","GPAM",7781.13010411493,-5.99928770400369,0.878649863805998,-6.82784798715715,8.61978501131409e-12,4.48304877514903e-09
"ENSG00000175130","MARCKSL1",458.70150096603,2.60265900650052,0.382515610534646,6.80405958560165,1.01711437741844e-11,5.13875243882579e-09
"ENSG00000126878","AIF1L",312.376114089542,-2.54950867241245,0.375706743334547,-6.7859007527641,1.15364440346924e-11,5.66663721848514e-09
"ENSG00000187134","AKR1C1",1285.42973657148,-6.49172428434231,0.958778564669497,-6.77082751279498,1.28047863252045e-11,6.11964963752947e-09
"ENSG00000004799","PDK4",3980.75951097586,-3.87673352088753,0.580009596462407,-6.68391272236268,2.32645394174987e-11,1.08259697505166e-08
"ENSG00000126803","HSPA2",341.989572726772,2.26167678653592,0.339694232457829,6.65797817693796,2.77619983736814e-11,1.2587574801072e-08
"ENSG00000162073","PAQR4",72.8888160022737,2.79937933704334,0.421231884247945,6.64569668566584,3.01786163052078e-11,1.33412118031247e-08
"ENSG00000135218","CD36",12643.0667961607,-6.25303365980608,0.944133853173323,-6.62303723014384,3.51892345130157e-11,1.51768593632599e-08
"ENSG00000173208","ABCD2",370.876714447064,-5.90715012078054,0.893556852077067,-6.61082739956546,3.82177877000888e-11,1.60905985690636e-08
"ENSG00000197766","CFD",1402.97724922402,-4.99588666422508,0.756701465103574,-6.60218975992238,4.05128468182339e-11,1.66602016345774e-08
"ENSG00000196616","ADH1B",8192.2529923189,-6.36462522686035,0.970534093520014,-6.55785847128419,5.45859765818466e-11,2.1937359634018e-08
"ENSG00000167702","KIFC2",190.603680035275,2.78451027205648,0.42625840999994,6.53244653180419,6.47038999499484e-11,2.54257569514431e-08
"ENSG00000148488","ST8SIA6",350.851293605059,2.79751262605233,0.428947419384932,6.52180780120718,6.94649932309439e-11,2.67032494631039e-08
"ENSG00000154258","ABCA9",723.813455114534,-2.97186854514239,0.456313800270408,-6.51277376091034,7.37755869754086e-11,2.77568873294925e-08
"ENSG00000101938","CHRDL1",2015.69012253336,-5.98279405991034,0.920054052611492,-6.50265497220376,7.89146548373468e-11,2.90718300310167e-08
"ENSG00000204434","POTEKP",891.554920951009,5.34003520539162,0.823810070919975,6.48211935480254,9.04430451452394e-11,3.26388646388422e-08
"ENSG00000189367","KIAA0408",377.935560990897,-4.59861112829471,0.710120786204965,-6.475815407222,9.43012777688073e-11,3.33505898957164e-08
"ENSG00000135917","SLC19A3",1188.50806692819,-5.47423463855403,0.845980779052412,-6.4708735400416,9.74379580387896e-11,3.37842237647042e-08
"ENSG00000140545","MFGE8",726.996559607325,-2.0672037389897,0.320343349705511,-6.45308772880741,1.09593871807849e-10,3.67666895407808e-08
"ENSG00000141424","SLC39A6",5882.09916234671,3.11542857590109,0.482843398927631,6.45225467060394,1.10198187279386e-10,3.67666895407808e-08
"ENSG00000101210","EEF1A2",158.700358832175,4.08719757194837,0.634412495979078,6.44249222367644,1.17527388045847e-10,3.8485866718791e-08
"ENSG00000236625","C4B",201.013928749209,5.82888109403051,0.905875724860231,6.43452620935378,1.23859065885544e-10,3.93018202788635e-08
"ENSG00000143126","CELSR2",674.978008180765,2.36023442655214,0.366850020330915,6.43378573189967,1.24464284092991e-10,3.93018202788635e-08
"ENSG00000122641","INHBA",283.554021705738,2.78734828612523,0.434155277167974,6.42016447273727,1.36127189438325e-10,4.16790332489093e-08
"ENSG00000143196","DPT",2449.4709632145,-5.24668319272589,0.81730175823324,-6.41951780951461,1.36706663373678e-10,4.16790332489093e-08
"ENSG00000184226","PCDH9",1082.91111285654,-4.34074694027499,0.680674572477499,-6.37712515758546,1.80442997036816e-10,5.40809070610512e-08
"ENSG00000162849","KIF26B",142.310373165611,6.62473611070289,1.03947625965468,6.37314806295205,1.85186940631975e-10,5.44054665788962e-08
"ENSG00000106789","CORO2A",225.800650295325,2.32004153600953,0.364150957077792,6.37109827920597,1.87679322587382e-10,5.44054665788962e-08
"ENSG00000185842","DNAH14",392.086918316969,1.93731381805999,0.304897234491704,6.35398947218954,2.0980119986304e-10,5.94279455853709e-08
"ENSG00000115902","SLC1A4",378.48649515539,2.03196737904936,0.319864657093905,6.35258486358129,2.11726549334297e-10,5.94279455853709e-08
"ENSG00000142910","TINAGL1",451.978908515677,-2.50266305332307,0.394143804613874,-6.34961915936958,2.15848617553807e-10,5.94510272943431e-08
"ENSG00000130827","PLXNA3",441.83502547148,1.99778172752334,0.31472442210488,6.34771751795477,2.18532871918357e-10,5.94510272943431e-08
"ENSG00000158186","MRAS",788.29612678173,-3.56447062715526,0.563415278722024,-6.32654236008726,2.50715497493747e-10,6.71727597300293e-08
"ENSG00000149124","GLYAT",199.663932637827,-6.5423792025112,1.03601302577847,-6.31495844137208,2.70234085896647e-10,7.13216319538868e-08
"ENSG00000105974","CAV1",4777.3602578689,-4.8476116377784,0.769235978378078,-6.30185245365084,2.94109081117125e-10,7.64813364910901e-08
"ENSG00000148053","NTRK2",2048.69127923054,-3.65721303832053,0.580613820634969,-6.29887355130634,2.99816441869039e-10,7.68355672691335e-08
"ENSG00000132970","WASF3",373.163331067065,-4.41928867651834,0.702592193498938,-6.28997691322202,3.17513188303543e-10,8.0208367268165e-08
"ENSG00000196405","EVL",1539.73132703604,2.47132972075223,0.393205956082594,6.28507702521454,3.27691179733625e-10,8.16135652285872e-08
"ENSG00000163710","PCOLCE2",533.638989980184,-6.14161614950996,0.983335549745931,-6.24569726081479,4.21913678656186e-10,1.03620827495518e-07
"ENSG00000244731","C4A",468.854000958635,4.14129866765806,0.664564727215743,6.23159565661636,4.61707927641168e-10,1.11840839513408e-07
"ENSG00000133816","MICAL2",593.331726964444,1.81937016811404,0.292202435377619,6.22640316383001,4.77264979175808e-10,1.1251777548255e-07
"ENSG00000170017","ALCAM",1310.51306849755,1.73804262336189,0.279225579549336,6.22451075638219,4.83061006492794e-10,1.1251777548255e-07
"ENSG00000105971","CAV2",1595.16898244383,-4.29382553348376,0.689844463822805,-6.22433861350329,4.8359163810857e-10,1.1251777548255e-07
"ENSG00000259916","AQP7B",283.45982527969,-5.29778024780179,0.851529347336365,-6.22148874184263,4.92459501549815e-10,1.13093004752018e-07
"ENSG00000123612","ACVR1C",594.328435726428,-4.94317236432229,0.800413856742518,-6.17577060002403,6.58415298055426e-10,1.49266124557873e-07
"ENSG00000165072","MAMDC2",227.754580627091,-3.4343126982941,0.558339645319186,-6.15093828117975,7.7025891315079e-10,1.70277467764848e-07
"ENSG00000120049","KCNIP2",579.773551602779,-4.86600629240981,0.791102399456708,-6.15091838395579,7.7035556303726e-10,1.70277467764848e-07
"ENSG00000285043",NA,134.629973468714,2.65796616537883,0.433353505308703,6.13348255596872,8.59758498118112e-10,1.87692710150896e-07
"ENSG00000165474","GJB2",58.3587342488809,4.64508963352773,0.758034244589348,6.12780974828404,8.90970309571499e-10,1.9213448761162e-07
"ENSG00000133800","LYVE1",753.346957150659,-5.41863038745589,0.885291125319016,-6.12073275387605,9.3146013775636e-10,1.98445898987298e-07
"ENSG00000151632","AKR1C2",987.013087874768,-6.26644108750132,1.02495546538276,-6.11386669874595,9.7245545220825e-10,2.04713449540458e-07
"ENSG00000079435","LIPE",1462.60456995005,-5.31750356021429,0.870114167364122,-6.11127109482984,9.88406980552259e-10,2.05623536907125e-07
"ENSG00000141338","ABCA8",1041.90400812598,-3.77382899533175,0.617751999300565,-6.10897091325415,1.0027559943914e-09,2.06182956381665e-07
"ENSG00000291559","MASP1",42.8629780414229,-3.97639823888255,0.652402869883708,-6.09500421049856,1.09434571003434e-09,2.22282264185962e-07
"ENSG00000133392","MYH11",1125.44079574637,-2.67381900642484,0.438814309805909,-6.0932812505761,1.10619460772293e-09,2.22282264185962e-07
"ENSG00000189334","S100A14",552.422511469435,6.22983680057351,1.02337637122091,6.08753238375161,1.14664188571866e-09,2.27820993990596e-07
"ENSG00000094963","FMO2",1031.42849301551,-4.49849063287312,0.739621387336685,-6.0821532609702,1.18579136569503e-09,2.32981652439835e-07
"ENSG00000198018","ENTPD7",266.854258448298,1.69358720150866,0.278913463826636,6.07208837563086,1.26257412211259e-09,2.45341738476009e-07
"ENSG00000133110","POSTN",3634.78210044738,2.09457964329009,0.345055780027402,6.07026389508314,1.27700232665528e-09,2.45448175459188e-07
"ENSG00000095637","SORBS1",5709.87028708093,-4.38405968603638,0.722894840841547,-6.0645884274575,1.32291978495218e-09,2.51539683411929e-07
"ENSG00000160753","RUSC1",190.489228009213,2.01032044914653,0.331712860967898,6.06042359431185,1.35763530924379e-09,2.55394310354871e-07
"ENSG00000263155","MYZAP",661.921538170937,-5.04022053436726,0.833488307792523,-6.04714005852845,1.47439579627195e-09,2.74439377531335e-07
"ENSG00000135525","MAP7",311.473351676243,1.80116260919206,0.298731425755508,6.029371046708,1.64598991523528e-09,3.03187913240682e-07
"ENSG00000127955","GNAI1",556.414780674471,-4.00639644066568,0.665640500070849,-6.01885918936611,1.75650581177708e-09,3.20209198656228e-07
"ENSG00000105664","COMP",101.05233499865,3.34861168126091,0.558274450299337,5.99814603635441,1.99582997827105e-09,3.57210544207895e-07
"ENSG00000168079","SCARA5",420.716979138906,-4.94748192169539,0.824880450524187,-5.99781691825939,1.99987806800778e-09,3.57210544207895e-07
"ENSG00000186458","DEFB132",126.091821303343,-4.74501654348811,0.791546638789126,-5.99461397593303,2.03969369391548e-09,3.60679035895075e-07
"ENSG00000132170","PPARG",862.380298883425,-3.60350826157051,0.601964637812189,-5.98624576132459,2.14739824255496e-09,3.74489639550777e-07
"ENSG00000179627","ZBTB42",108.550323549184,2.5135570361152,0.419956314583851,5.98528215632611,2.16015060986141e-09,3.74489639550777e-07
"ENSG00000172201","ID4",369.788873040668,-3.0405683513375,0.508285827466382,-5.98200498033482,2.204075316516e-09,3.78394794387888e-07
"ENSG00000022267","FHL1",4414.59765831723,-4.45543338273128,0.745083555231858,-5.97977683367984,2.23443525115821e-09,3.7991844755991e-07
"ENSG00000108381","ASPA",189.905615613049,-3.29740883719193,0.552376958813455,-5.96949019067521,2.37996068999867e-09,4.00808046488063e-07
"ENSG00000173467","AGR3",322.160825616686,5.061738219953,0.848199742672303,5.96762527185601,2.40731451381528e-09,4.01590024035807e-07
"ENSG00000066279","ASPM",136.611899595886,2.47240908156209,0.414513565672304,5.96460354090478,2.45228727145524e-09,4.05269119823766e-07
"ENSG00000170921","TANC2",908.183888462223,1.92677267536284,0.324159290499503,5.94390699829655,2.78307539579622e-09,4.55677057628376e-07
"ENSG00000117724","CENPF",267.087742692759,2.12075726058025,0.357151228219016,5.93798114920591,2.88553210926568e-09,4.66463819089912e-07
"ENSG00000172901","LVRN",199.446947905068,-6.42821570437351,1.08272636667031,-5.93706397318292,2.90171464682974e-09,4.66463819089912e-07
"ENSG00000170500","LONRF2",579.292906639906,1.92700702439656,0.325289154934878,5.92398177179421,3.14238303605134e-09,5.00601434472936e-07
"ENSG00000178773","CPNE7",73.0362152451203,4.83732213717116,0.816870663655787,5.92177238379748,3.18490243974548e-09,5.02844909303744e-07
"ENSG00000288411","SAA1",1294.32370210031,-5.78773868445507,0.979697865995668,-5.90767713735192,3.46965167108575e-09,5.39409868537567e-07
"ENSG00000196139","AKR1C3",473.404859120597,-4.22483260258637,0.715187877459846,-5.90730454994824,3.47750523176399e-09,5.39409868537567e-07
"ENSG00000118596","SLC16A7",1548.84994607816,-4.48464006430686,0.759520666820646,-5.90456620894803,3.53575854551384e-09,5.43676681394098e-07
"ENSG00000114737","CISH",193.978416584785,2.25538869743797,0.382305830255726,5.89943578921968,3.64746686316588e-09,5.56018590873813e-07
"ENSG00000152270","PDE3B",1152.65680089686,-4.01677247165937,0.683269994934089,-5.87874852026372,4.13379826114082e-09,6.23274482900008e-07
"ENSG00000265972","TXNIP",10055.7349991147,-2.99619845454716,0.50975384215171,-5.87773589287718,4.15915789075388e-09,6.23274482900008e-07
"ENSG00000145911","N4BP3",155.348305880009,2.10275059904308,0.358041404998022,5.87292578369447,4.28170191558341e-09,6.36246512380348e-07
"ENSG00000204186","ZDBF2",126.225986300605,-2.88773910905542,0.492567398319422,-5.86262736613918,4.55599892444592e-09,6.7136440817481e-07
"ENSG00000106772","PRUNE2",146.103957945467,-2.36835752571693,0.404395671168264,-5.85653530581805,4.72623150996385e-09,6.9069381645199e-07
"ENSG00000154721","JAM2",281.117072565912,-2.81777300436741,0.482662031319927,-5.83798356100583,5.28363690583149e-09,7.61951676860244e-07
"ENSG00000146648","EGFR",1173.28780229162,-3.1814083926186,0.544998006785488,-5.8374679411824,5.3000088363858e-09,7.61951676860244e-07
"ENSG00000134962","KLB",431.396089290165,-4.20526425540784,0.720861669054313,-5.83366328927526,5.42234906220073e-09,7.73253213442706e-07
"ENSG00000106034","CPED1",863.878203114325,-3.38016339931153,0.580347826256672,-5.82437504955275,5.73267086680574e-09,8.10966551501807e-07
"ENSG00000168497","CAVIN2",1132.66095188988,-4.38001460449699,0.752451084680053,-5.82099580115483,5.84980394114109e-09,8.20968913422205e-07
"ENSG00000170153","RNF150",783.581014368049,-4.60135169697121,0.791356690487471,-5.81451038739156,6.08116097843482e-09,8.46717870721756e-07
"ENSG00000078596","ITM2A",308.231470901915,-3.20250516053716,0.550957559880623,-5.81261678527662,6.15037472511582e-09,8.49664658314242e-07
"ENSG00000154736","ADAMTS5",853.774721121805,-3.44734576183696,0.593678922094132,-5.80675114702887,6.36966994165166e-09,8.73138554869971e-07
"ENSG00000291754","IQGAP3",84.7430567391325,3.36657333066381,0.580195776478588,5.80247817572324,6.53419010134012e-09,8.88339270753614e-07
"ENSG00000109846","CRYAB",1684.33560811882,-4.45284512703967,0.767562441493282,-5.8012806337641,6.58103514498238e-09,8.88339270753614e-07
"ENSG00000131471","AOC3",2128.82522929925,-4.85884819785222,0.839056501512813,-5.79084744482851,7.00321655574472e-09,9.38165745115409e-07
"ENSG00000167306","MYO5B",462.711813740025,2.21670034560809,0.383124281578066,5.78585188199931,7.21457647412852e-09,9.54071648731242e-07
"ENSG00000134215","VAV3",727.157552523717,2.43408433565991,0.420721792691067,5.78549620662801,7.22985923938169e-09,9.54071648731242e-07
"ENSG00000138696","BMPR1B",1892.6461320143,5.25793384643979,0.909028119206544,5.78412673419744,7.28899765510957e-09,9.54750707668907e-07
"ENSG00000112837","TBX18",169.450129722739,-2.48676132948482,0.430093918729754,-5.78190302441211,7.38602836229583e-09,9.60346614194686e-07
"ENSG00000170262","MRAP",113.757323346472,-7.8267817380786,1.35620643338432,-5.77108436106398,7.8763028286971e-09,1.01661797751716e-06
"ENSG00000165478","HEPACAM",133.619153777655,-6.69110708678103,1.16042976758159,-5.76605950114994,8.11464204893934e-09,1.03979141558981e-06
"ENSG00000025039","RRAGD",229.20088091702,-2.33561961068633,0.405420446989222,-5.7609812924616,8.36263095201756e-09,1.06385901528436e-06
"ENSG00000143418","CERS2",1196.46631595099,1.71825327804217,0.298530419844783,5.75570583036578,8.62805209043495e-09,1.08978460796544e-06
"ENSG00000169347","GP2",297.892469854644,4.03566573809804,0.702086251558733,5.74810534907681,9.02490048314621e-09,1.12449686663823e-06
"ENSG00000102316","MAGED2",2000.73843101579,1.8094432627482,0.314800852444021,5.74789823058043,9.03595952156888e-09,1.12449686663823e-06
"ENSG00000165269","AQP7",607.821345299678,-5.19919166300573,0.904707318068712,-5.74682171699959,9.09365220433562e-09,1.12449686663823e-06
"ENSG00000112996","MRPS30",1969.80627041241,2.08961868408705,0.364207395386977,5.73744166250879,9.6117370862696e-09,1.17543070792768e-06
"ENSG00000144218","AFF3",1192.92549965333,2.12110011889073,0.369724760179478,5.73697070723927,9.63849192159213e-09,1.17543070792768e-06
"ENSG00000113368","LMNB1",89.8900457323166,2.51360248251019,0.438560467622727,5.73148440883304,9.95555013935533e-09,1.20531243844756e-06
"ENSG00000206384","COL6A6",284.495386917468,-3.34357132423304,0.583499811728068,-5.73020120491704,1.00311577569769e-08,1.20531243844756e-06
"ENSG00000196834","POTEI",842.051522277051,4.65795336796725,0.813013822235674,5.72924253016822,1.0088007741347e-08,1.20531243844756e-06
"ENSG00000132031","MATN3",82.123432145439,3.00669188064462,0.525082979332316,5.72612710560122,1.02749250092165e-08,1.21940603314077e-06
"ENSG00000062282","DGAT2",1879.45584940441,-5.42434000795296,0.94771870800637,-5.72357595363255,1.04304903112624e-08,1.22961573449368e-06
"ENSG00000077943","ITGA8",95.5160237757929,-2.16062716332696,0.378479077470068,-5.7087096538324,1.13835892887269e-08,1.3330861549176e-06
"ENSG00000187699","C2orf88",62.0903501576092,-3.07609264079867,0.539866430140763,-5.69787723233063,1.21308351055088e-08,1.41124708664942e-06
"ENSG00000167779","IGFBP6",214.387550826792,-4.30820732074366,0.756555007224273,-5.69450638698441,1.23729354685898e-08,1.43000403850375e-06
"ENSG00000180921","FAM83H",358.254485072862,2.91066765489364,0.511428250584727,5.69125317493864,1.26110355426597e-08,1.44530307797936e-06
"ENSG00000007541","PIGQ",316.899254799855,1.83585382536959,0.32261883116877,5.69047323963927,1.26687766265227e-08,1.44530307797936e-06
"ENSG00000203499","IQANK1",225.487792477895,3.3540038462183,0.589846450602866,5.68623214192483,1.29872828288475e-08,1.47087154809112e-06
"ENSG00000211445","GPX3",1168.80448747403,-4.4387902763183,0.780750324521896,-5.68528777626377,1.30592565204041e-08,1.47087154809112e-06
"ENSG00000276043","UHRF1",78.2952955907551,2.44042549599162,0.429784902348024,5.67824854400178,1.36080891151576e-08,1.52103389837534e-06
"ENSG00000161649","CD300LG",320.455358146482,-3.92331623066774,0.691042408280065,-5.67738851285911,1.36766606255544e-08,1.52103389837534e-06
"ENSG00000189184","PCDH18",663.773801469617,-2.90456358369626,0.512759740072679,-5.66457027863491,1.47393444014426e-08,1.62897391906694e-06
"ENSG00000113594","LIFR",1659.44719581114,-2.58215424530634,0.45592936220672,-5.66349627672276,1.48319390426156e-08,1.62902595087311e-06
"ENSG00000184384","MAML2",539.540330472033,-2.28793707570928,0.404446754772953,-5.65695496059469,1.54082176179227e-08,1.68187353171437e-06
"ENSG00000138640","FAM13A",833.270303280778,-2.68572587188802,0.475229679315538,-5.65142706523762,1.59121202541097e-08,1.72622099664676e-06
"ENSG00000172292","CERS6",981.107082855581,1.44781280030858,0.25654333118331,5.64354097076125,1.66587860474416e-08,1.79620313217628e-06
"ENSG00000137726","FXYD6",113.205212042538,-2.31003703712748,0.409713888170114,-5.63817118195504,1.71865617848678e-08,1.84187861843526e-06
"ENSG00000134107","BHLHE40",1014.7164749308,1.46934070087059,0.260680454733903,5.63655876068827,1.73481858172718e-08,1.84799981811335e-06
"ENSG00000133317","LGALS12",197.677315941729,-4.7047846167787,0.837034531346083,-5.62077720881201,1.90100294246069e-08,2.01290030128937e-06
"ENSG00000151726","ACSL1",4633.85396969425,-3.96408248006251,0.705850688010987,-5.61603544119631,1.95388600938889e-08,2.05658132762046e-06
"ENSG00000080200","CRYBG3",1184.88094119032,-2.59389050158497,0.462106490529017,-5.61318777110337,1.98632850348175e-08,2.06888840379402e-06
"ENSG00000163884","KLF15",155.387224992865,-3.78518157160307,0.674364946658818,-5.61295718343158,1.98897827656497e-08,2.06888840379402e-06
"ENSG00000115468","EFHD1",525.674832465531,2.05942440381244,0.367201035980006,5.6084384356818,2.04160296003639e-08,2.11120848785518e-06
"ENSG00000169241","SLC50A1",229.354793055014,1.82897589833091,0.326210033739436,5.6067432303196,2.06169169990805e-08,2.11958687962058e-06
"ENSG00000116106","EPHA4",138.859597605923,-2.22911027763574,0.39777528858551,-5.60394358725114,2.09528927499084e-08,2.14167631500942e-06
"ENSG00000170271","FAXDC2",333.71325922754,-1.85137591686788,0.330794960149142,-5.5967476530875,2.18410249709965e-08,2.20783220116763e-06
"ENSG00000165197","VEGFD",79.6317503379603,-5.18024899996328,0.925593588761229,-5.59667770267973,2.18498351639617e-08,2.20783220116763e-06
"ENSG00000170421","KRT8",1660.7328134073,3.63856423436476,0.65039310993546,5.59440771862701,2.21376175771315e-08,2.22179943107065e-06
"ENSG00000135046","ANXA1",3253.5880450733,-3.4267064836337,0.612610676646804,-5.59361208392608,2.22393541423687e-08,2.22179943107065e-06
"ENSG00000138316","ADAMTS14",38.8725037669205,3.84010252977727,0.686963963493623,5.58996211423966,2.27119160064469e-08,2.25207812828129e-06
"ENSG00000169418","NPR1",550.890312234809,-4.67480781713197,0.836456325629478,-5.58882475258219,2.28611518477619e-08,2.25207812828129e-06
"ENSG00000091409","ITGA6",1171.36231813012,-2.32601116026399,0.416225473174589,-5.58834408313191,2.29245073285434e-08,2.25207812828129e-06
"ENSG00000288174","SLC2A4",109.425737992459,-7.366498122399,1.31877994310412,-5.58584330988527,2.3256885819884e-08,2.27210780084535e-06
"ENSG00000130988","RGN",49.9905486788855,-2.72193146058973,0.489127160498199,-5.56487490454898,2.62340537362064e-08,2.54888336383153e-06
"ENSG00000182118","FAM89A",142.724824662653,-4.72021491151634,0.848734471775075,-5.56147425194632,2.67505151487725e-08,2.58485988729915e-06
"ENSG00000162433","AK4",603.500346006091,-2.09497048062372,0.376856271899926,-5.55907022606231,2.71215562294791e-08,2.60646999351021e-06
"ENSG00000109107","ALDOC",290.877942421266,-4.224673916362,0.760118531077417,-5.55791464572481,2.73016827944111e-08,2.60959814515444e-06
"ENSG00000104332","SFRP1",2079.17794192938,-4.85878936522534,0.874699835828727,-5.55480767939315,2.77917578771587e-08,2.64215943302042e-06
"ENSG00000116194","ANGPTL1",188.088405998184,-4.18540253795716,0.754200120857531,-5.54945885343843,2.86555181119889e-08,2.7097086993278e-06
"ENSG00000214530","STARD10",277.395036440502,2.35305221037886,0.424507210708878,5.54302059192242,2.97297883981827e-08,2.79633961832481e-06
"ENSG00000124253","PCK1",193.884228982849,-6.28158325306304,1.13396991729113,-5.53946198861141,3.03402288686831e-08,2.83865749780382e-06
"ENSG00000186205","MTARC1",708.089695985254,-3.42229411401826,0.617918209267346,-5.53842573772992,3.05202610339209e-08,2.84047250454117e-06
"ENSG00000291544","APOB",124.813596873366,-5.91491051647945,1.06827686118681,-5.53687038574273,3.07924254419552e-08,2.85079821513138e-06
"ENSG00000107731","UNC5B",215.870952610579,1.85436235070064,0.335612309038957,5.52531090415218,3.28902651722726e-08,3.02159100087765e-06
"ENSG00000206053","JPT2",674.530400332649,1.74977358027306,0.316710383753938,5.52483805403901,3.2978966417994e-08,3.02159100087765e-06
"ENSG00000144642","RBMS3",912.059792297256,-2.07934023484062,0.376512777081051,-5.5226286102716,3.33965172622495e-08,3.04407533375443e-06
"ENSG00000138131","LOXL4",65.5596182878722,-2.71172392064432,0.491671555418436,-5.51531584603569,3.48154130626446e-08,3.15713307275253e-06
"ENSG00000003436","TFPI",1057.12508079526,-1.76172441362818,0.320218293786566,-5.50163575227345,3.7628372063079e-08,3.39480868975218e-06
"ENSG00000163431","LMOD1",387.264027849879,-3.2759738387043,0.595647843101446,-5.4998500819659,3.80114298733962e-08,3.41195997183383e-06
"ENSG00000135052","GOLM1",624.514819019983,2.07448244406821,0.37767029352973,5.49283986484606,3.95521403453472e-08,3.53232574609482e-06
