ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ontology
GO:0007409,axonogenesis,110/2643,404/14948,0.272277227722772,1.53991676125615,5.09871044801434,9.22791353989727e-07,6.21876518211698e-05,5.00417525539257e-05,PARD6B/RGMA/KIFC2/PLXNA3/NTRK2/EVL/ALCAM/BMPR1B/POTEI/EPHA4/UNC5B/B4GALT6/POTEE/GATA3/FN1/SEMA3G/SLITRK6/CRABP2/KALRN/SEMA3F/ROBO4/CXCL12/UST/POTEJ/EFNA3/SEMA3D/SEMA3A/ERBB2/MAPT/EDN1/IGSF9/RET/POTEF/STXBP1/CHL1/PLXNA4/S100B/SPP1/SHTN1/NDN/LMO4/MATN2/NFIB/EFNB1/TUBB3/KIF13B/SEMA4B/FYN/ARTN/SLIT2/GLI3/CDH1/BOC/PTPRS/MAP1B/FLRT2/EPHA3/C9orf72/ROBO1/TNN/NPR2/UNC5A/ITGB1/LAMA2/METRN/SOS1/SPART/RTN4/PTK7/IFRD1/SYNGAP1/EFNA4/ARHGEF40/SYNGAP1/CDH11/TSKU/SLITRK4/LIMK1/FEZ1/PLXNB2/FZD3/MAP2/EFNB2/NRXN1/ACTG1/NCAM1/UCHL1/PTPN11/MYCBP2/PLPPR4/NRP1/PRDM8/EGR2/EDN2/EPHB3/SLIT3/SEMA6D/SCN11A/GLI2/PTPRZ1/CELSR3/CHN1/PTEN/DCLK1/CYFIP2/ZDHHC17/MAPT/ROBO3/VANGL2/HMCN2,110,BP
GO:0035296,regulation of tube diameter,45/2643,126/14948,0.357142857142857,2.01989081671261,5.32807511942924,9.49789988062102e-07,6.25687494382933e-05,5.03484178177923e-05,CAV1/COMP/EGFR/NPR1/FOXC1/HBB/PTGS2/LEP/ADM/KAT2B/ABCC9/TRPM4/ADRA1A/SVEP1/EDN1/EDNRB/SOD3/AVPR1A/ITGA1/SNTA1/ATP1A2/FAAH/TACR1/SOD2/ADD3/ITGB1BP1/VSTM4/ADRA2A/ADRB2/HRH1/SCNN1B/ACTA2/ITGA9/ITGB1/ADRB1/ROCK2/ADRA1B/KLF2/RGS2/SLC6A4/KCNJ8/ARHGAP42/P2RY1/EDN2/ITGA9,45,BP
GO:0097746,blood vessel diameter maintenance,45/2643,126/14948,0.357142857142857,2.01989081671261,5.32807511942924,9.49789988062102e-07,6.25687494382933e-05,5.03484178177923e-05,CAV1/COMP/EGFR/NPR1/FOXC1/HBB/PTGS2/LEP/ADM/KAT2B/ABCC9/TRPM4/ADRA1A/SVEP1/EDN1/EDNRB/SOD3/AVPR1A/ITGA1/SNTA1/ATP1A2/FAAH/TACR1/SOD2/ADD3/ITGB1BP1/VSTM4/ADRA2A/ADRB2/HRH1/SCNN1B/ACTA2/ITGA9/ITGB1/ADRB1/ROCK2/ADRA1B/KLF2/RGS2/SLC6A4/KCNJ8/ARHGAP42/P2RY1/EDN2/ITGA9,45,BP
GO:0010810,regulation of cell-substrate adhesion,67/2643,216/14948,0.310185185185185,1.7543125797004,5.17525985231072,1.0871289914579e-06,7.08204141879743e-05,5.69884460785301e-05,CD36/POSTN/ITGA6/SFRP1/FAM107A/EGFL6/ARHGAP6/APOD/FN1/ECM2/VIT/FERMT2/CEACAM6/GPM6B/CORO2B/EGFLAM/AGR2/ABI3BP/CX3CL1/CDK6/KANK1/MYOC/NDNF/COL1A1/DLC1/UTRN/DDR1/CAMSAP3/ITGB1BP1/FZD4/NEDD9/LIMS2/FBLN2/EPHA3/PIK3R1/NPNT/DAB2/DLC1/CCDC80/ACVRL1/KDR/CORO1C/PREX1/EMP2/ROCK2/WDPCP/ECM2/JUP/CCL28/CIB1/ACTG1/SDC4/DDR1/SKAP1/NID1/PEAK1/FBLN1/TLN1/NRP1/HOXA7/RRAS/GFUS/DUSP22/PTEN/RSU1/ACER2/BCL6,67,BP
GO:0001837,epithelial to mesenchymal transition,58/2643,179/14948,0.324022346368715,1.83257133315155,5.19346505031896,1.19007979553263e-06,7.66751411121734e-05,6.16996835578627e-05,SLC39A6/EPHA4/SFRP1/SPRY2/FOXA1/IGF1/TBX3/GATA3/FOXC1/RGCC/FERMT2/HPN/TNXB/TNXB/MARK1/TGFBR2/LDLRAD4/BMP2/EDN1/TMEM100/TWIST1/COL1A1/EZH2/BMP5/ZNF703/QKI/DLG5/S100A4/TGFBR3/EPHA3/DAB2/TNXB/SPRY1/VASN/EMP2/RTN4/FAM83D/ROCK2/HGF/TRIM28/APLF/PHLDB1/GLIPR2/RBPJ/NCAM1/TNXB/LEF1/OVOL2/ELL3/TGFB3/SNAI2/LRG1/PTEN/FGFR1/DAB2IP/SDCBP/IL6/WNT11,58,BP
GO:0035150,regulation of tube size,45/2643,127/14948,0.354330708661417,2.00398616461251,5.26593658387836,1.2217984383201e-06,7.78630896072909e-05,6.26556132786121e-05,CAV1/COMP/EGFR/NPR1/FOXC1/HBB/PTGS2/LEP/ADM/KAT2B/ABCC9/TRPM4/ADRA1A/SVEP1/EDN1/EDNRB/SOD3/AVPR1A/ITGA1/SNTA1/ATP1A2/FAAH/TACR1/SOD2/ADD3/ITGB1BP1/VSTM4/ADRA2A/ADRB2/HRH1/SCNN1B/ACTA2/ITGA9/ITGB1/ADRB1/ROCK2/ADRA1B/KLF2/RGS2/SLC6A4/KCNJ8/ARHGAP42/P2RY1/EDN2/ITGA9,45,BP
GO:0019838,growth factor binding,45/2709,130/15503,0.346153846153846,1.98096089956555,5.16819932743829,1.83218305296195e-06,8.51625826469349e-05,7.38587632266141e-05,CD36/CHRDL1/NTRK2/ACVR1C/EGFR/KLB/IGFBP6/LIFR/ITGA6/NTRK3/CNTFR/TGFBR2/KL/ERBB2/GHR/ERBB3/COL3A1/PCSK6/COL1A1/FGFR3/A2M/TGFBR3/IGFBP5/IGFBP3/ACVRL1/KDR/PDGFRA/VASN/IL9R/FLT1/IGFALS/FGFBP2/RHBDF1/TSKU/IL11RA/ACVR2A/LRP2/FGFR4/COL4A1/TGFB3/NRP1/EPHA2/LRG1/FGFR1/SDCBP,45,MF
GO:0060562,epithelial tube morphogenesis,90/2643,317/14948,0.28391167192429,1.60571762085671,5.05181715803365,1.35832094088411e-06,8.56326416817584e-05,6.89076905154791e-05,CELSR1/ESR1/RGMA/KIF26B/MICAL2/EPHA4/SFRP1/SPRY2/AR/FOXA1/TBX3/GATA3/ADM/TNC/TGFBR2/NFATC4/VDR/SPINT2/NR3C1/BMP2/EDN1/RET/MET/LMO4/SOX17/SCRIB/GPC3/RASIP1/TWIST1/DLC1/HOXA5/DDR1/ST14/ITGAX/PRKACB/MMRN2/FGF1/CCDC40/BMP5/DLG5/OSR1/PODXL/TSC2/SLIT2/GLI3/GRHL2/GREB1L/PKD2/NPNT/DLC1/MAGED1/SPRY1/SPINT1/ACVRL1/MEF2C/ESRP2/KDR/PTK7/BTRC/KDM5B/FGF2/LAMA5/YAP1/PLXNB2/FZD3/EFNB2/LRP2/SDC4/DDR1/RBPJ/COL4A1/IRX3/EYA1/WNT2B/LEF1/OVOL2/TIE1/RARA/NRP1/PBX1/GRHL3/GLI2/CITED2/EPHA2/SIX4/IRX1/TIMELESS/MESP1/WNT11/VANGL2,90,BP
GO:0051443,positive regulation of ubiquitin-protein transferase activity,13/2643,19/14948,0.684210526315789,3.86968556464942,5.80070185812476,1.50165693759212e-06,9.13730491168841e-05,7.35269362984416e-05,CDC14B/TRIB3/ARRDC4/BTRC/CDC20/UBE2C/FBXW7/UBE2S/PLK1/PTEN/PINK1/FZR1/ARRDC3,13,BP
GO:0043010,camera-type eye development,86/2643,300/14948,0.286666666666667,1.62129902888132,5.03798565202904,1.50406239955099e-06,9.13730491168841e-05,7.35269362984416e-05,INHBA/NTRK2/EGFR/CRYAB/BMPR1B/CRYBG3/PER1/SPRY2/GATA3/NECTIN3/FOXC1/KLF4/CDKN1C/SLITRK6/MYOM1/RORB/VIM/EFEMP1/TGFBR2/AQP1/RET/IFT140/RBP4/SOX12/SLC1A1/TSPAN12/MAF/TWIST1/TMOD1/NFIB/MITF/TFAP2A/SERPINF1/FOS/FZD4/VSTM4/ZEB1/PLAAT3/RHOJ/GLI3/OSR2/GRHL2/ADAMTS9/HMGN1/SPRY1/ACVRL1/KDR/SOS1/SLC7A11/NHS/PDGFRA/MAB21L1/BBS10/ARSG/FLT1/ARHGEF15/AGTPBP1/TENM3/WDPCP/NES/KDM5B/FGF2/TSKU/PYGO2/ALDH1A2/DLX2/FZD5/SHROOM2/THRB/COL4A1/WNT2B/NPHP4/RARA/NRP1/BAX/GRHL3/SAMD11/CITED2/EPHA2/MERTK/RP1L1/SLC17A7/CDKN1C/ATP2B4/TCIRG1/FZR1,86,BP
GO:0010562,positive regulation of phosphorus metabolic process,122/2643,463/14948,0.263498920086393,1.49026933690935,4.96650374634858,1.51171512269107e-06,9.13730491168841e-05,7.35269362984416e-05,XBP1/GPD1/CD36/EEF1A2/CAV1/NTRK2/EGFR/EPHA4/FAXDC2/ITGA6/SPRY2/AR/CEMIP/MMD/LEPR/ENPP2/PFKFB1/IGF1/ANGPT1/DIPK2A/LEP/PID1/RGCC/NTRK3/DDR2/KAT2B/DOK7/ADCYAP1R1/PLPP3/TENM1/ADGRF5/PRNP/BMP6/ADIPOQ/ERBB2/GHR/BMP2/EDN1/RARRES2/TF/LMO4/PILRB/SLC4A4/LHCGR/PROM2/TNK2/CCND2/PTH1R/GPRC5B/FGFR3/TLR4/ITGB1BP1/EZH2/PROM2/FGF1/VEGFB/GPLD1/NEDD9/ADRA2A/TPX2/PELI2/MAP3K12/ADRB2/RAP2A/APOC2/KIF14/PIM1/TCIM/ERBB4/PPARGC1B/DAB2/MLXIPL/PRLR/ROBO1/MEF2C/SRCIN1/KDR/PECAM1/FLT1/TLR3/FGF7/MST1R/ROCK2/RAPGEF2/LRRK2/FBXW7/ANGPT4/FGF2/TNFRSF18/SNCA/NEK10/CCDC88A/CIB1/TOM1L1/ACVR2A/FAM20A/MIF/UCHL1/PTPN11/PLK1/P2RY1/NRP1/CREBL2/PDPK1/C3/FNIP2/CSPG4/MLST8/TRAF4/TNIK/DAXX/GPNMB/FGFR1/DAB2IP/DHX34/SASH1/SDCBP/PINK1/IL6/JTB/PSRC1/TRAF2,122,BP
GO:0045937,positive regulation of phosphate metabolic process,122/2643,463/14948,0.263498920086393,1.49026933690935,4.96650374634858,1.51171512269107e-06,9.13730491168841e-05,7.35269362984416e-05,XBP1/GPD1/CD36/EEF1A2/CAV1/NTRK2/EGFR/EPHA4/FAXDC2/ITGA6/SPRY2/AR/CEMIP/MMD/LEPR/ENPP2/PFKFB1/IGF1/ANGPT1/DIPK2A/LEP/PID1/RGCC/NTRK3/DDR2/KAT2B/DOK7/ADCYAP1R1/PLPP3/TENM1/ADGRF5/PRNP/BMP6/ADIPOQ/ERBB2/GHR/BMP2/EDN1/RARRES2/TF/LMO4/PILRB/SLC4A4/LHCGR/PROM2/TNK2/CCND2/PTH1R/GPRC5B/FGFR3/TLR4/ITGB1BP1/EZH2/PROM2/FGF1/VEGFB/GPLD1/NEDD9/ADRA2A/TPX2/PELI2/MAP3K12/ADRB2/RAP2A/APOC2/KIF14/PIM1/TCIM/ERBB4/PPARGC1B/DAB2/MLXIPL/PRLR/ROBO1/MEF2C/SRCIN1/KDR/PECAM1/FLT1/TLR3/FGF7/MST1R/ROCK2/RAPGEF2/LRRK2/FBXW7/ANGPT4/FGF2/TNFRSF18/SNCA/NEK10/CCDC88A/CIB1/TOM1L1/ACVR2A/FAM20A/MIF/UCHL1/PTPN11/PLK1/P2RY1/NRP1/CREBL2/PDPK1/C3/FNIP2/CSPG4/MLST8/TRAF4/TNIK/DAXX/GPNMB/FGFR1/DAB2IP/DHX34/SASH1/SDCBP/PINK1/IL6/JTB/PSRC1/TRAF2,122,BP
GO:0060986,endocrine hormone secretion,22/2643,45/14948,0.488888888888889,2.7650060957666,5.49541387101048,1.58443143417771e-06,9.47910356998356e-05,7.62773543285121e-05,INHBA/PPARG/TBX3/GATA3/LEP/BMP6/CRHBP/AQP1/C1QTNF1/SPP1/FZD4/ECRG4/HCAR2/INHBB/DAB2/GALR1/RAB11FIP3/KDM5B/RAB8B/PTPN11/NIBAN2/FGFR1,22,BP
GO:1904018,positive regulation of vasculature development,52/2643,156/14948,0.333333333333333,1.88523142893177,5.15098712637077,1.61605464178104e-06,9.57063471188104e-05,7.70138958475557e-05,XBP1/KLF4/ADM/PKM/CXCL12/TGFBR2/CDH5/AQP1/CD34/CX3CL1/ANGPTL4/HSPB6/TWIST1/ITGAX/ANXA3/FGF1/RUNX1/VEGFB/PRKD1/ADM2/TNN/ITGB1/ACVRL1/EMILIN2/KDR/JAK1/EMP2/FLT1/RTN4/TLR3/PTGIS/CMA1/ANGPT4/FGF2/JUP/RAPGEF3/TJP1/TIE1/NRP1/ETS1/DDAH1/PDPK1/C3/PAK4/RRAS/JCAD/LRG1/AKT3/F3/BTG1/SASH1/NFE2L2,52,BP
GO:0008543,fibroblast growth factor receptor signaling pathway,40/2643,109/14948,0.36697247706422,2.07548414194323,5.22275594919219,1.70567656179179e-06,0.000100003816817853,8.04720247363242e-05,NTRK2/EGFR/KLB/EPHA4/SPRY2/CREB3L1/GATA3/NTRK3/DDR2/TYRO3/KL/ERBB2/RET/MET/DDR1/FGFR3/FGF1/FLRT2/ERBB4/EPHA3/SPRY1/ITGB1/KDR/SOS1/PDGFRA/FLT1/FGF7/MST1R/FGF2/NRXN1/DDR1/FGFR4/PTPN11/ROR2/TIE1/EPHB3/SULF2/EPHA2/MERTK/FGFR1,40,BP
GO:1903530,regulation of secretion by cell,127/2643,488/14948,0.260245901639344,1.47187125906353,4.91172541796047,1.86033978026145e-06,0.00010799180328389,8.68998738419156e-05,SYT13/INHBA/ACVR1C/PPARG/SAA1/EGFR/ANXA1/SFRP1/MAP2K6/SNCG/MYB/SLC25A22/IGF1/KCNB1/LEP/RGCC/TRPM4/MYOM1/CXCL12/RAB26/FOXO1/BMP6/GOLPH3L/STXBP6/CRHBP/ADIPOQ/SV2B/CNR1/BMP2/NNAT/EDN1/STXBP2/F2RL2/STXBP1/C1QTNF1/SPP1/PLA2G4A/AVPR1A/RBP4/RAB3D/KCNA2/NMB/NR1D1/SDC1/BAIAP3/TACR1/HADH/SLC4A8/SYT1/NPY5R/PDE8B/TLR4/TMEM132A/GPLD1/MCTP1/PRKD1/ECRG4/ADRA2A/KCNJ11/HCAR2/SYT17/ABCA12/INHBB/CYP51A1/C9orf72/DAB2/BMP8A/FRMD4A/SYT9/ACSL4/MEF2C/ABAT/GALR1/DOC2A/RHBDF1/FFAR4/RAB11FIP3/LRRK2/KDM5B/PFKFB2/PDE8B/CHRNA6/SYT7/SNCA/SLC6A4/SAA1/ILDR1/VAMP3/SDC4/RAPGEF3/RAB8B/MIF/MICU3/PTPN11/UQCC2/ENSA/CCN3/SEPTIN4/ADCY5/SYT12/ATP9A/P2RY1/TGFB3/SREBF1/PDPK1/RAB27B/PICK1/DNAJC1/SERGEF/GPR27/CBARP/FGFR1/CD200/PPFIA2/C2CD2L/RAB3C/HLA-F/SDCBP/PINK1/ABCC8/IRS2/TCIRG1/IL6/PRKN/SDHD/GNAZ/TNFRSF1B,127,BP
GO:0035791,platelet-derived growth factor receptor-beta signaling pathway,27/2643,62/14948,0.435483870967742,2.46296364102376,5.34964742160402,1.90291421388675e-06,0.000109380255255079,8.80171466113563e-05,NTRK2/EGFR/EPHA4/NTRK3/DDR2/TYRO3/ERBB2/RET/MET/DDR1/FGFR3/ERBB4/EPHA3/KDR/PDGFRA/MYOCD/FLT1/MST1R/LRP1/DDR1/FGFR4/ROR2/TIE1/EPHB3/EPHA2/MERTK/FGFR1,27,BP
GO:0045766,positive regulation of angiogenesis,51/2643,153/14948,0.333333333333333,1.88523142893177,5.10070075136331,2.02738176873039e-06,0.000115403294272488,9.2863823070512e-05,XBP1/KLF4/ADM/PKM/TGFBR2/CDH5/AQP1/CD34/CX3CL1/ANGPTL4/HSPB6/TWIST1/ITGAX/ANXA3/FGF1/RUNX1/VEGFB/PRKD1/ADM2/TNN/ITGB1/ACVRL1/EMILIN2/KDR/JAK1/EMP2/FLT1/RTN4/TLR3/PTGIS/CMA1/ANGPT4/FGF2/JUP/RAPGEF3/TJP1/TIE1/NRP1/ETS1/DDAH1/PDPK1/C3/PAK4/RRAS/JCAD/LRG1/AKT3/F3/BTG1/SASH1/NFE2L2,51,BP
GO:0030323,respiratory tube development,59/2643,186/14948,0.317204301075269,1.7940105533383,5.05004137341322,2.10449417366665e-06,0.000118640859040457,9.5469057554392e-05,CELSR1/MME/EGFR/SPRY2/FOXA1/HSD11B1/CEBPA/THRA/TNC/TGFBR2/BMP2/AGR2/SPDEF/RBP4/COL3A1/GPC3/HOXA5/NFIB/PCSK5/FGF1/EPAS1/CCDC40/ABCA3/DLG5/GLI3/GRHL2/ABCA12/IGFBP5/SAV1/PKDCC/SPRY1/ESRP2/KDR/SLC7A11/HS6ST1/PDGFRA/MYOCD/PTK7/FGF7/FBXW7/FGF2/KLF2/LAMA5/YAP1/BMPR1A/ALDH1A2/RBPJ/THRB/WNT2B/SRSF6/TGFB3/SREBF1/EDN2/TRAF4/GLI2/FGFR1/ATXN1L/TIMELESS/WNT11,59,BP
GO:0006959,humoral immune response,68/2643,224/14948,0.303571428571429,1.71690719420572,5.01024349867775,2.12981622726348e-06,0.000118924881337579,9.56976073242597e-05,C4B/C4A/CFB/CFD/C4B/C4A/MASP1/GATA3/PPBP/RGCC/ADM/IGHG4/CXCL12/CCL14/CCL14/CFB/TNFRSF21/CFH/CXCL2/RARRES2/TF/CX3CL1/JCHAIN/CCL8/EVPL/B2M/HLA-E/A2M/EXO1/SERPING1/CCL18/C1R/SUSD4/CR1/MEF2C/TSLP/CLU/C1R/LGALS3/SLPI/HLA-A/CCL28/HLA-E/C7/FCER2/C1S/CCL13/RBPJ/C4A/CD81/CFI/CXCL3/HLA-A/CCL2/SPNS2/C1QA/C3/HLA-A/CTSG/VSIG4/DCD/IGHG2/CFP/RNASE4/H2BC7/IL6/GPR183/CD55,68,BP
GO:0010717,regulation of epithelial to mesenchymal transition,40/2643,110/14948,0.363636363636364,2.0566161042892,5.15478640741669,2.22733987719018e-06,0.000121059860064298,9.74156023605988e-05,EPHA4/SFRP1/SPRY2/FOXA1/GATA3/FOXC1/RGCC/FERMT2/HPN/TNXB/TNXB/MARK1/TGFBR2/LDLRAD4/BMP2/TWIST1/COL1A1/EZH2/BMP5/ZNF703/QKI/EPHA3/DAB2/TNXB/SPRY1/VASN/EMP2/APLF/PHLDB1/GLIPR2/TNXB/LEF1/OVOL2/ELL3/TGFB3/LRG1/PTEN/DAB2IP/SDCBP/IL6,40,BP
GO:0001667,ameboidal-type cell migration,67/2643,220/14948,0.304545454545455,1.72241598734221,5.00278214282602,2.22999571668841e-06,0.000121059860064298,9.74156023605988e-05,EVL/ACVR1C/TNS1/ZFAND5/AMOTL1/ENPP2/AKAP12/NHERF1/FN1/SEMA3G/DDR2/SEMA3F/TGFBR2/SEMA3D/SEMA3A/AQP1/PIP5K1A/EDN1/EDNRB/RET/ZEB2/FAT2/SOX17/GPC3/KANK1/TWIST1/TACR1/AMOTL2/EPPK1/EFNB1/ITGB1BP1/SEMA4B/FUT8/KANK2/RAB25/ERBB4/CYGB/ACTA2/ITGB1/PTPRG/CORO1C/RTN4/FGF7/CD248/WDPCP/FGF2/LAMA5/CLN3/GLIPR2/EPB41L4B/RADIL/SDC4/PTPN11/CCN3/OVOL2/NRP1/SNAI2/SEMA6D/ANLN/LRG1/PTEN/DAB2IP/SASH1/IRS2/MARVELD3/MESP1/FER,67,BP
GO:0046883,regulation of hormone secretion,67/2643,220/14948,0.304545454545455,1.72241598734221,5.00278214282602,2.22999571668841e-06,0.000121059860064298,9.74156023605988e-05,INHBA/ACVR1C/PPARG/EGFR/ANXA1/SFRP1/MYB/SLC25A22/KCNB1/LEP/TRPM4/FOXO1/BMP6/CRHBP/ADIPOQ/CNR1/NNAT/EDN1/F2RL2/C1QTNF1/SPP1/RBP4/NMB/NR1D1/BAIAP3/TACR1/HADH/PDE8B/GPLD1/PRKD1/ECRG4/ADRA2A/KCNJ11/HCAR2/ABCA12/INHBB/DAB2/BMP8A/ACSL4/ABAT/GALR1/FFAR4/RAB11FIP3/KDM5B/PFKFB2/PDE8B/SYT7/ILDR1/RAPGEF3/RAB8B/PTPN11/UQCC2/ENSA/CCN3/ADCY5/P2RY1/SREBF1/PICK1/GPR27/FGFR1/C2CD2L/ABCC8/IRS2/TCIRG1/IL6/PRKN/GNAZ,67,BP
GO:0042383,sarcolemma,47/2777,137/15710,0.343065693430657,1.94078575577804,5.12480619073622,2.03747106494197e-06,0.000139566767948525,0.000127395559218477,CAV1/CAV2/KRT8/ANXA1/SLC2A4/KCNB1/SGCG/STBD1/ABCC9/CACNA2D1/FXYD1/KRT19/ATP1B1/AQP1/PGM5/SSPN/RYR3/SNTA1/ATP1A2/SNTB1/CACNG4/SGCB/CACNA1D/UTRN/BGN/ANK2/KCNJ11/KCNJ2/CCDC78/ITGB1/DMD/LAMA2/CORO1C/SMPD4/AHNAK/VCAM1/CACNB3/ANXA5/CIB1/KCNJ8/DES/SYNM/TGFB3/PDE9A/ATP2B4/ABCC8/BIN1,47,CC
GO:1903053,regulation of extracellular matrix organization,29/2643,70/14948,0.414285714285714,2.34307334738663,5.21988894657382,2.75967853001348e-06,0.000148440323132743,0.000119448374423181,PPARG/SLC2A10/RGCC/DDR2/TNXB/TNXB/BMP2/LAMB1/CFLAR/DDR1/RECK/RUNX1/FAP/TGFBR3/DPP4/TNXB/LAMA2/LRP1/TCF15/PHLDB1/DDR1/FGFR4/ZNF469/TNXB/NID1/TIE1/LAMC1/IL6/TNFRSF1B,29,BP
GO:0001654,eye development,95/2643,345/14948,0.27536231884058,1.55736509346537,4.85414853092091,2.99365267141821e-06,0.000159561687386591,0.000128397619840157,CHRDL1/INHBA/NTRK2/EGFR/CRYAB/BMPR1B/CRYBG3/PER1/SPRY2/GATA3/NECTIN3/FOXC1/KLF4/CDKN1C/SLITRK6/MYOM1/RORB/VIM/EFEMP1/TGFBR2/BMP6/AQP1/RET/IFT140/RBP4/SOX12/SLC1A1/TSPAN12/MAF/SIPA1L3/TWIST1/TMOD1/NFIB/MITF/TFAP2A/SERPINF1/FOS/FZD4/VSTM4/ZEB1/PLAAT3/RHOJ/GLI3/OSR2/GRHL2/ADAMTS9/HMGN1/MFAP5/SPRY1/ACVRL1/FSCN2/KDR/SOS1/SLC7A11/NHS/PDGFRA/MAB21L1/BBS10/ARSG/FLT1/ARHGEF15/AGTPBP1/TENM3/WDPCP/NES/KDM5B/FGF2/TSKU/PYGO2/ADAMTS18/MEIS2/ALDH1A2/DLX2/FZD5/SHROOM2/THRB/COL4A1/WNT2B/NPHP4/RARA/NRP1/BAX/PBX1/GRHL3/SAMD11/CITED2/ABCB5/EPHA2/MERTK/RP1L1/SLC17A7/CDKN1C/ATP2B4/TCIRG1/FZR1,95,BP
GO:0006641,triglyceride metabolic process,36/2643,96/14948,0.375,2.12088535754824,5.10609783642997,3.10063663955544e-06,0.00016377506862805,0.000131788083627193,LPL/GPAM/CAV1/LIPE/DGAT2/ACSL1/RGN/PCK1/APOB/TNXB/GPIHBP1/TNXB/MBOAT7/CIDEC/AGPAT2/MGLL/GPAT3/CAT/AGMO/GPLD1/PLAAT3/APOC2/GK/TNXB/AADAC/FBXW7/TNXB/PTPN11/THRSP/SREBF1/APOBR/C3/PNPLA2/LPIN1/ABHD5/PLIN5,36,BP
GO:0060541,respiratory system development,63/2643,205/14948,0.307317073170732,1.73809141496636,4.93149891004111,3.17620785954724e-06,0.000166268809647549,0.000133794770925665,CELSR1/MME/EGFR/SPRY2/FOXA1/HSD11B1/CEBPA/THRA/TNC/TGFBR2/BMP2/AGR2/SPDEF/RBP4/COL3A1/GPC3/HOXA5/NFIB/FGF1/EPAS1/CCDC40/ABCA3/DLG5/GLI3/GRHL2/ABCA12/IGFBP5/SAV1/PKDCC/SPRY1/ESRP2/KDR/SLC7A11/HS6ST1/PDGFRA/MYOCD/PTK7/FGF7/ASS1/WDPCP/FBXW7/FGF2/KLF2/LAMA5/YAP1/BMPR1A/ALDH1A2/RBPJ/THRB/WNT2B/LEF1/SRSF6/TGFB3/RARA/SREBF1/EDN2/GLI2/EDA/FGFR1/ATXN1L/SIX4/TIMELESS/WNT11,63,BP
GO:0016500,protein-hormone receptor activity,26/2709,61/15503,0.426229508196721,2.43921597104975,5.18244031114455,3.81977666319328e-06,0.000171207846868127,0.000148483047734656,NTRK2/EGFR/EPHA4/NTRK3/DDR2/TYRO3/ERBB2/RET/MET/LHCGR/DDR1/FGFR3/ERBB4/EPHA3/KDR/PDGFRA/FLT1/MST1R/DDR1/FGFR4/ROR2/TIE1/EPHB3/EPHA2/MERTK/FGFR1,26,MF
GO:0072562,blood microparticle,42/2777,119/15710,0.352941176470588,1.99665318053761,5.05700197084052,3.06459548912508e-06,0.000190840719095517,0.000174198059381847,C4B/C4A/CFB/HSPA2/C4B/C4A/POTEE/GSN/HBB/FN1/IGHG4/HBA1/SERPINA3/POTEF/CFB/CFH/TF/HBA2/ANGPTL4/JCHAIN/PROS1/A2M/SERPING1/C1R/F13A1/ACTA1/CLU/IGKV4-1/C1R/BCHE/IGKC/ANXA5/ACTG2/ACTG1/C1S/C4A/MSN/C3/IGLC1/HSPA6/IGHG2/SDCBP,42,CC
GO:0010594,regulation of endothelial cell migration,53/2643,164/14948,0.323170731707317,1.82775486097653,4.93983538465127,3.68633520082914e-06,0.000191265338782843,0.000153909216302899,PPARG/ANXA1/GATA3/ANGPT1/KLF4/PTGS2/RGCC/ATOH8/PLPP3/MEOX2/EDN1/MET/DCN/MMRN1/ADGRA2/ANXA3/ITGB1BP1/MMRN2/SERPINF1/FGF1/GPLD1/PRKD1/RHOJ/SLIT2/PATZ1/TGFBR3/ADAMTS9/ACVRL1/MEF2C/KDR/EMP2/HDAC9/ROCK2/FBXW7/ANGPT4/FGF2/JUP/CIB1/NRP1/ETS1/PDPK1/RRAS/JCAD/GFUS/EPHA2/AKT3/LGMN/FGFR1/DAB2IP/ATP2B4/SASH1/NFE2L2/HDAC5,53,BP
GO:0005912,adherens junction,60/2777,193/15710,0.310880829015544,1.75871005539582,4.91431720272555,3.58370169593641e-06,0.000200473039237063,0.000182990373118426,SORBS1/EPHA4/ANXA1/ITGA6/TMEM47/KRT18/NECTIN3/LLGL2/EZR/FERMT2/PLPP3/PKP1/STXBP6/CDH5/PGM5/DLG3/FAT2/NECTIN2/SCRIB/WTIP/CCDC85A/TNK2/CAMSAP3/SSX2IP/DSP/DLG5/CDH20/CDH1/CYTH2/FRMD4A/AJM1/LAMA3/NECTIN4/NDRG1/CDCA3/CDH19/SHROOM3/CDH11/PKP3/JUP/EFNB2/ESAM/KIFC3/KLHL24/ARHGAP24/SHROOM2/TJP1/TLN1/SYNM/MSN/BAIAP2L1/NIBAN2/PAK4/JCAD/CDH6/CXADR/CDC42EP4/SDCBP/TJP2/FER,60,CC
